Compound,Type,Label,n,criterion,t_RP,p_Label,A1,A2,B1,B2,X1,X2,cnA1,cnA2,cnB1,cnB2,cnX,rA,rB,rX,nA,nB,nX,xA,xB,xX,iA,iB,iX,vA,vB,vX,Source,train,Substance,fold_1,fold_2,fold_3,fold_4,fold_5,rf_label,"cand_(((self.df[""vX""]/self.df[""rA""]))**2/(self.df[""iB""]-self.df[""iX""]))","cand_((self.df[""vX""]/self.df[""rA""])/np.sqrt((self.df[""iX""]-self.df[""iB""])))","cand_((self.df[""rB""])**-1+(np.exp(self.df[""rX""])/self.df[""rA""]))","cand_(np.sqrt((self.df[""rB""]/self.df[""rX""]))-(self.df[""rX""]/self.df[""rA""]))","cand_(((self.df[""iB""]/self.df[""rA""])*np.exp(self.df[""rX""]))/self.df[""vX""])","cand_(np.exp((self.df[""rB""]+self.df[""rX""]))/(self.df[""rA""]*self.df[""rB""]))","cand_(((self.df[""iB""]/self.df[""rA""])*np.log(self.df[""xX""]))/self.df[""xX""])","cand_((np.exp(self.df[""rX""])/self.df[""rA""])+(np.exp(-self.df[""xB""])/self.df[""rB""]))","cand_((np.exp(self.df[""rX""])/self.df[""rA""])*np.exp((self.df[""iB""]/self.df[""vX""])))","cand_((self.df[""nX""]*np.log(self.df[""rA""]))*np.exp((self.df[""iX""]-self.df[""iB""])))","cand_((np.exp(self.df[""rX""])/self.df[""rA""])+(np.exp(-self.df[""rB""])/self.df[""rB""]))","cand_((self.df[""nB""]*np.log(self.df[""rA""]))*np.exp((self.df[""iX""]-self.df[""iB""])))","cand_((np.log(self.df[""rA""])/self.df[""iB""])*np.exp((self.df[""iX""]-self.df[""iB""])))","cand_(((self.df[""rA""])**2/self.df[""rX""])*np.log((self.df[""iB""]/self.df[""iX""])))","cand_((self.df[""xA""]*np.log(self.df[""rA""]))*np.exp((self.df[""iX""]-self.df[""iB""])))","cand_(((self.df[""iA""]-self.df[""iX""])+(self.df[""iB""]/self.df[""xX""]))/self.df[""rA""])","cand_((np.exp(-self.df[""rX""])-np.exp(-self.df[""rB""]))-(self.df[""rX""]/self.df[""rA""]))","cand_((self.df[""rA""]*np.log(self.df[""rA""]))*np.exp((self.df[""iX""]-self.df[""iB""])))","cand_((self.df[""rA""]/self.df[""rX""])+(np.log(self.df[""rB""])/np.exp(self.df[""nA""])))","cand_((self.df[""iB""]-self.df[""iX""])*((self.df[""rA""])**2*np.log(self.df[""iA""])))","cand_((self.df[""rB""]/(self.df[""rA""])**2)+(np.log(self.df[""rX""])/self.df[""rB""]))","cand_(np.exp((self.df[""rX""]/self.df[""rA""]))*(self.df[""iB""]/np.sqrt(self.df[""iX""])))","cand_((self.df[""iB""]-self.df[""iX""])*((self.df[""rA""])**2*np.sqrt(self.df[""nA""])))","cand_((self.df[""rA""]/(self.df[""iB""]*self.df[""vX""]))*np.exp(np.sqrt(self.df[""iX""])))","cand_((self.df[""iB""]/(self.df[""rA""]*self.df[""xX""]))-(self.df[""iX""]/self.df[""rX""]))","cand_((self.df[""iB""]-self.df[""iX""])*((self.df[""rA""])**2*np.sqrt(self.df[""iA""])))","cand_((self.df[""rX""]/self.df[""rA""])+(np.exp(-self.df[""rB""])/np.log(self.df[""iA""])))","cand_(np.exp((self.df[""rX""]/self.df[""rA""]))*(self.df[""rX""]/np.sqrt(self.df[""rB""])))","cand_(((self.df[""iB""]-self.df[""iX""]))**2*(self.df[""nA""]*np.log(self.df[""rA""])))","cand_(((self.df[""rX""]/self.df[""rA""])*np.sqrt(self.df[""rX""]))-np.sqrt(self.df[""rB""]))","cand_((self.df[""iB""]/np.log(self.df[""iX""]))*np.exp((self.df[""rX""]/self.df[""rA""])))","cand_(((self.df[""iB""]*self.df[""vX""])/self.df[""rA""])/np.exp(np.sqrt(self.df[""iX""])))","cand_((self.df[""nA""]*np.log(self.df[""rA""]))*np.exp((self.df[""iX""]-self.df[""iB""])))","cand_((self.df[""rX""]*np.log(self.df[""rA""]))*np.exp((self.df[""iX""]-self.df[""iB""])))","cand_(((self.df[""iX""]*self.df[""rA""]))**2*(np.sqrt(self.df[""nA""])/self.df[""iB""]))","cand_((np.exp(self.df[""rA""]))**2*((self.df[""iB""]/self.df[""nA""])-self.df[""iX""]))","cand_(np.sqrt((self.df[""iX""]-self.df[""iB""]))/np.exp((self.df[""rA""])**-1))","cand_((self.df[""iB""]+(self.df[""iB""]/self.df[""xX""]))/(self.df[""rA""]*self.df[""xX""]))","cand_(((self.df[""rX""]/self.df[""rA""]))**2+np.sqrt((self.df[""rX""]/self.df[""rB""])))","cand_((np.exp(self.df[""rX""])/self.df[""rA""])+(np.exp(-self.df[""xA""])/self.df[""rB""]))","cand_((np.log(self.df[""rA""])/self.df[""iX""])*np.exp((self.df[""iX""]-self.df[""iB""])))","cand_((self.df[""rX""]/(self.df[""rA""])**2)/np.log((self.df[""iB""]/self.df[""iX""])))","cand_(((self.df[""iB""]/self.df[""nA""])-self.df[""iX""])/(self.df[""nX""]/self.df[""rA""]))","cand_((self.df[""iB""]/(self.df[""rA""]*self.df[""xX""]))/(np.exp(self.df[""xX""]))**2)"
Gd2CuO4,high-Tc,0,1,1.83,1.819710548,1,Gd,Gd,Cu,Cu,O,O,9,9,6,6,6,1.107,0.73,1.4,3.0,2.0,-2.0,0.1944,0.1511716,0.304575,6.149796,7.72638,13.618054,10.0,11.0,6.0,Handbook,True,Gd2CuO4,,,fold_test,,,train,-4.98618686926891,2.2329771313806397,5.03309694942101,-0.5425792016826518,4.71725623604778,10.413021508755156,-27.243119670298864,4.840905389767818,13.277572667413077,-73.59943765820469,4.323383237215808,73.59943765820469,4.76286680555478,-0.4960932359228355,7.153865340377495,16.169362182008918,-1.499991339608397,40.73728874381629,0.7750457603448502,-13.11444646857047,1.0566208971358955,7.415864485747805,-12.50531332004051,0.9564932922262405,13.188574610709393,-17.904586884142862,1.5299864996461912,5.803765450467068,10.585750760685489,0.6419883691610132,10.47964347654184,1.0454856381402295,110.39915648730704,51.519606360743275,50.94597863943879,-101.06460613211325,0.9835642819895415,98.15422288416573,2.9842632953287827,4.791081205572677,2.702274409332078,-2.0157501203171906,6.112075779,12.461884060313357
La2PdO4,high-Tc,0,1,1.83,1.77607853,1,La,La,Pd,Pd,O,O,9,9,6,6,6,1.216,0.86,1.4,3.0,2.0,-2.0,0.163142,0.1440276,0.304575,5.5769,8.33686,13.618054,3.0,10.0,6.0,Handbook,True,La2PdO4,fold_test,,,,,train,-4.610024460000056,2.1470967514297197,4.497659091461157,-0.3675519766539582,4.633721819570819,9.16375570567279,-26.760691328314817,4.341686823888082,13.381991472484685,-76.89861196474604,3.8269173267143537,76.89861196474604,4.611964934324556,-0.5182792423825413,6.2726966765763,15.897166674361818,-1.3278809078498264,46.75435607456559,0.861062399048774,-13.420924537250963,0.9728560319212067,7.144224227812279,-13.525704606018257,0.9737364743035037,12.782776364211442,-18.44147693176366,1.3975359341782732,4.7740713386324645,16.36366538498722,0.43489336366415676,10.095778174996603,1.0269719029630497,115.34791794711906,53.82902837532223,56.97120071461097,-123.36655286295854,1.009754955607068,96.41608204061305,2.6014226261002684,4.322624853125121,2.823406779145759,-1.9294618001735464,6.590173205333333,12.241205733529485
Nd2PdO4,high-Tc,0,1,1.83,1.822705869,1,Nd,Nd,Pd,Pd,O,O,9,9,6,6,6,1.163,0.86,1.4,3.0,2.0,-2.0,0.176539,0.1440276,0.304575,5.525,8.33686,13.618054,6.0,10.0,6.0,Handbook,True,Nd2PdO4,fold_test,,,,,train,-5.039772705071492,2.2449438088895435,4.649635037179728,-0.42001950618285366,4.844888850041372,9.581364521150569,-27.980224123156326,4.493662769606653,13.991832872348564,-59.3756831667479,3.978893272432924,59.3756831667479,3.5610339604328187,-0.474084869361171,5.241061865287254,16.577003160811667,-1.3803484373787218,34.52695976146391,0.8232052561916312,-12.209716689130827,1.0270738684186607,7.529071741279389,-12.372349453326201,0.9312956575781043,13.808595592945307,-16.7902704588957,1.4513502936163412,5.031242645859187,12.634867997241743,0.4969737818071729,10.639621005690168,1.0737728581281758,89.06352475012184,41.56297821672352,52.11318926062632,-110.95891839310637,0.9726128942442692,100.80993616628155,2.7249888581177224,4.461456072110239,2.1800355310218293,-2.109326967864423,6.302937037666667,12.799059477189896
Sm2PdO4,high-Tc,0,1,1.83,1.853064977,0,Sm,Sm,Pd,Pd,O,O,9,9,6,6,6,1.132,0.86,1.4,3.0,2.0,-2.0,0.185468,0.1440276,0.304575,5.64371,8.33686,13.618054,8.0,10.0,6.0,Handbook,True,Sm2PdO4,,fold_test,,,,train,-5.319582220971235,2.3064219520658473,4.745122823862294,-0.45298530378804813,4.977566901588442,9.843751712100806,-28.74646700992121,4.589150556289218,14.37500144040758,-48.7523984158761,4.07438105911549,48.7523984158761,2.9239065077184994,-0.44914805058837587,4.521004914697854,17.135834519455802,-1.4133142349839163,27.59385750338587,0.801062399048774,-11.711351913799986,1.0623751564575736,7.7814100107770425,-11.721565055741385,0.90647178364438,14.453126589117593,-16.077085437165984,1.4812749170434096,5.199865698780604,10.374282630208096,0.535979439556342,10.99620992460921,1.1031782985892833,73.12859762381414,34.126678891113265,49.37204049117555,-104.28838853452966,0.9499783141201975,103.57063229804369,2.8054429564389656,4.548280286709943,1.7899913752683057,-2.226437359997484,6.134930977333333,13.149563756158882
Lu2CaO4,CaV2O4,0,1,1.83,2.122161933,0,Lu,Lu,Ca,Ca,O,O,9,9,6,6,6,1.032,1.0,1.4,3.0,2.0,-2.0,0.22565,0.1154119,0.304575,5.425871,6.1131552,13.618054,17.0,2.0,6.0,Handbook,True,Lu2CaO4,,,,fold_test,,train,-4.503998796753131,2.122262659699108,4.929457332213832,-0.5114348925583051,4.003563753933519,10.681372461862017,-23.121399601447695,4.820456398010915,10.884726117841767,-114.46120343391195,4.297336773385274,114.46120343391195,9.361876125270953,-0.6093104037772705,12.914085277431116,11.510578225901893,-1.4778716245166574,59.06198097189857,0.7371428571428572,-13.517415650096776,1.2754182134254914,6.4323116280068575,-13.844104291819429,1.127001897511691,9.721558619035894,-18.61825469305002,1.5741176070705607,5.436097237967306,5.322346089165282,0.6051379256471825,9.08974708492518,0.887309952368227,171.69180515086794,80.12284240373836,55.960901757939084,-91.22312720684015,1.0395477286440442,83.30407961128563,3.023550071156309,4.727454684081024,4.202553589298146,-1.6411996148444947,5.9754531696000015,10.5764759921952
Sc2MgO4,CaV2O4,0,1,1.83,2.079332307,0,Sc,Sc,Mg,Mg,O,O,9,9,6,6,6,0.87,0.72,1.4,3.0,2.0,-2.0,0.1193833,0.121644,0.304575,6.56149,7.646235,13.618054,3.0,2.0,6.0,Handbook,True,Sc2MgO4,fold_test,,,,,train,-7.964478776685943,2.8221408144679714,6.050038276066676,-0.8920582366982142,5.940040597411223,13.300027917764517,-34.30494947573342,5.890959855814665,16.670397927164675,109.24230930465282,5.337194187122192,-109.24230930465282,-7.143535956235508,-0.3120498892273679,-6.520853692205079,20.744874456492514,-1.8493506943172155,-47.520404547523974,0.6050733169871133,-8.503235366192595,1.418571064536993,10.357496591966045,-7.828990549262951,0.7595947996480908,19.128686131369363,-11.578342093793673,1.8679385839270342,8.247578749860473,-14.899351469266316,1.0554975398955593,14.636577003517887,1.3164913720621645,-163.86346395697922,-76.46961651325697,31.79666673461873,-63.065654824673864,0.7742197725763595,123.59728612660184,3.9839432203365517,5.893743233346473,-4.010936852822467,-3.2046157826749724,4.8151494150000005,15.692193413795172
Yb2CaO4,CaV2O4,0,1,1.83,2.104226416,0,Yb,Yb,Ca,Ca,O,O,9,9,6,6,6,1.042,1.0,1.4,3.0,2.0,-2.0,0.22119,0.1154119,0.304575,6.25416,6.1131552,13.618054,16.0,2.0,6.0,Handbook,True,Yb2CaO4,,,,fold_test,,train,-4.4179645065716,2.1018954556712854,4.891746609255925,-0.4984158028530571,3.9651418369092046,10.578864088907487,-22.899505171491384,4.782745675053008,10.780266174292422,-149.50335315522898,4.259626050427368,149.50335315522898,12.228002419702104,-0.6211759558909701,16.534323342202548,12.195015095135078,-1.4648525348114094,77.8912469938743,0.7442857142857143,-14.938301615118656,1.257482695615985,6.349111555687033,-14.11370077322486,1.1379224585340912,9.534910441995516,-20.378150816677707,1.544241037984246,5.3657829078332995,6.9517754759782715,0.5897335309672669,8.972173861087295,0.8787945017696834,224.25502973284347,104.65234720866027,57.05066978425556,-93.06595661784948,1.049259935207738,82.5046162752848,2.988396456249676,4.693310977846935,5.489159947347432,-1.6098498187452732,6.033354847600001,10.4749743032106
Cs2AgF4,RP,1,1,1.72,1.468371938,1,Cs,Cs,Ag,Ag,F,F,9,9,6,6,6,1.78,0.94,1.33,1.0,2.0,-1.0,0.1542125,0.1472165,0.344443,3.893905548,7.576234,17.42282,1.0,11.0,7.0,Handbook,True,Cs2AgF4,,,fold_test,,,train,-1.570617373168756,1.2532427431143403,3.18801146564347,0.09350329544943758,2.299042493448939,5.784963431791083,-13.17051002921949,3.042380715112634,6.269557503520184,-10894.383756439991,2.5397432053865776,21788.767512879982,1437.9682249043508,-1.983858161526464,1680.050155040002,4.756570703467553,-0.8733415852946522,19392.003086463184,1.3155831757195868,-42.410851319324344,0.6000615655976222,3.8317316656929346,-31.197923082400006,2.1809316276184845,-0.7427802211079317,-61.5628035798694,1.0345414600539136,2.895933916365825,55.905696265734406,-0.10783326075786348,5.596614490503106,0.45851964698772874,10894.383756439991,14489.530396065187,126.9473163651366,-346.23744472424676,1.7891929374589983,48.23264132672535,1.747787415667099,3.0359794125171042,625.2939395826846,-0.5040682944946819,17.526923080000003,6.20492627796508
Cs2YbCl4,RP,1,1,1.72,1.66047491,1,Cs,Cs,Yb,Yb,Cl,Cl,9,9,6,6,6,1.78,1.02,1.81,1.0,2.0,-1.0,0.1542125,0.22119,0.263803,3.893905548,6.25416,12.96763,1.0,16.0,7.0,Handbook,True,Cs2YbCl4,fold_test,,,,,train,-2.3036103591734602,1.5177649222371232,4.413227792947358,-0.26616364251638147,3.0670719031107057,9.333256677980293,-17.748172367454703,4.2186830562718765,8.388301564319233,-474.7966863781816,3.786360087234689,949.5933727563632,75.91693950557415,-1.2764790576759897,73.21958399809533,8.221329502452274,-1.213794735954644,845.1381017531634,0.9907103938280858,-28.91600987456407,0.9036220349288605,4.801232466410772,-21.270958348,1.4896123811113386,6.154491045105451,-41.973942536971265,1.2821118290296634,4.954416813142635,25.988356103884197,0.35808655814151225,6.747246548287756,0.6713155802678957,474.7966863781816,859.3820023445087,85.19071003860887,-236.06706913775886,1.4773651914401023,63.80708537394083,2.3660991996462877,4.2731198224191385,36.613990866348104,-0.7834049403212624,11.9499766,7.858377376989605
Rb2ZnF4,RP,1,1,1.72,1.546738029,1,Rb,Rb,Zn,Zn,F,F,9,9,6,6,6,1.63,0.74,1.33,1.0,2.0,-1.0,0.104686,0.1551518,0.344443,4.177128,9.394199,17.42282,1.0,12.0,7.0,Handbook,True,Rb2ZnF4,,,,fold_test,,train,-2.2971000653886504,1.5156187071254599,3.6710098713321986,-0.07003472023120894,3.1130476783922227,6.570073883144993,-17.833696326419734,3.476800659881472,8.876864641576187,-1498.723426968406,2.9644070544687313,2997.446853936812,159.53711721120723,-1.233937215196964,156.89536067561454,8.606075669253796,-1.0285875744666093,2442.9191859585017,1.1147935365072117,-30.495655622002303,0.6638970287566479,5.089363994304061,-21.331243134900003,1.6106577878663366,3.632402418642604,-43.596844608179886,1.1496847825756256,3.4962200838949418,31.493259552067652,0.08076797948666747,7.433508074949172,0.6208643496671726,1498.723426968406,1993.3021578679802,85.8523826805725,-209.14186094270275,1.5342005922670567,65.31002038141402,2.006409074545087,3.5366953698122012,86.02071461269794,-0.8104140046058806,13.086652230000002,8.401859208455337
Rb2NiF4,RP,1,1,1.72,1.567551184,1,Rb,Rb,Ni,Ni,F,F,9,9,6,6,6,1.63,0.69,1.33,1.0,2.0,-1.0,0.104686,0.1472068,0.344443,4.177128,7.639877,17.42282,1.0,10.0,7.0,Handbook,True,Rb2NiF4,,,,fold_test,,train,-1.8851735949070432,1.373016239855539,3.768933882299688,-0.09567528378307688,2.531700824950817,6.70252061319634,-14.503338324981044,3.5705505006771316,6.909041976963824,-8661.91385060582,3.046580359207015,17323.82770121164,1133.7766106189695,-1.6468771429963915,906.7811133645209,5.481404342955478,-1.0530497280116304,14118.919576487488,1.0890572100253586,-37.15921584761294,0.6730039703133476,4.13894946495297,-25.992301256700003,1.9805082961566203,0.5077310923442866,-53.12312609870128,1.1667956835951014,3.620679455716433,46.76002606873478,0.11033811989912268,6.045335783404041,0.5049208841692826,8661.91385060582,11520.345421305743,105.5664073551775,-254.84113704163983,1.6935437838430536,53.11368458146312,2.0541332904737892,3.624886445886937,497.15911951141203,-0.6072098360540492,15.946197090000002,6.832851946601954
Rb2MnF4,RP,1,1,1.72,1.525150338,1,Rb,Rb,Mn,Mn,F,F,9,9,6,6,6,1.63,0.83,1.33,1.0,2.0,-1.0,0.104686,0.1352844,0.344443,4.177128,7.434018,17.42282,1.0,7.0,7.0,Handbook,True,Rb2MnF4,,fold_test,,,,train,-1.846322093888806,1.3587943530530313,3.524477797089281,-0.02597614192906561,2.463483313055854,6.409296813115128,-14.1125411008579,3.372028956383185,6.7088164981371445,-10641.853789488636,2.845019105910408,21283.70757897727,1431.5076704803023,-1.701443497216327,1114.0531058064073,5.1147431971906485,-0.9875229452671105,17346.221676866477,1.1570170886756388,-37.941144048071,0.6559832305792637,4.027424109517829,-26.539248033800003,2.0353515124816965,0.14106994657945826,-54.24097720092609,1.1209607046100079,3.301228432824622,48.74864036733894,0.0299571482765002,5.882442221238606,0.4913156247790849,10641.853789488636,14153.665540019887,108.48969797025667,-260.2036687082615,1.7112693417501716,51.68251887103933,1.9316391032381364,3.404727518625669,610.7997321609611,-0.5877362378686483,16.281747260000003,6.648738502252584
Rb2MnBr2Cl2,RP,1,1,1.72,1.766298864,0,Rb,Rb,Mn,Mn,Br,Cl,9,9,6,6,6,1.63,0.83,1.885,1.0,2.0,-1.0,0.104686,0.1352844,0.2525304,4.177128,7.434018,12.39072,1.0,7.0,7.0,Handbook,True,Rb2MnBr2Cl2,fold_test,,,,,train,-3.7207291913213054,1.9289191769800271,5.245527523743445,-0.49287687364483634,4.291242548319016,11.164616802347107,-24.854861725411137,5.09307868303735,11.686362417433582,-69.43909073796547,4.566068832564572,138.87818147593094,9.340721361982911,-0.7200851767956138,7.269300652994654,13.02117743162026,-1.440661944683516,113.18571790288372,0.7961746643123434,-18.827377355699074,1.0761626024663862,6.712921883609859,-13.169461543799999,1.0582841041551059,11.486864668605826,-26.915776303683337,1.4614515021560202,6.576708076257284,12.003870944814464,0.6766967930334948,9.38827182315174,0.9449258437065557,69.43909073796547,130.89268604106493,54.87122888515698,-129.11979285339493,1.2054746232361129,89.5770892051673,2.8443691710053294,5.125777245279833,5.604120724055218,-1.3887246012339955,8.07942426,10.898763253707825
Cs2CdCl4,RP,1,1,1.72,1.665156788,1,Cs,Cs,Cd,Cd,Cl,Cl,9,9,6,6,6,1.78,0.95,1.81,1.0,2.0,-1.0,0.1542125,0.1504066,0.263803,3.893905548,8.993822,12.96763,1.0,12.0,7.0,Handbook,True,Cs2CdCl4,,fold_test,,,,train,-3.8917881885587455,1.9727615640413174,4.4854672150319805,-0.2923804144671208,4.410616095171683,9.343490803229093,-25.522836495741426,4.338475724189723,12.406472968297969,-30.66815082651672,3.8399314502472452,61.33630165303344,3.409913029912836,-0.6405390697344473,4.7294122093342095,14.055743648827333,-1.2399408192360668,54.589308471199764,0.9645556658895065,-17.115838957740436,0.9243904532847307,6.904433238599502,-12.5906132672,1.0358526296663744,11.988905191480512,-24.84503373739016,1.3013451966642382,5.133703995476975,9.105388139759473,0.39335761749682374,9.702907256196594,0.9653882911144208,30.66815082651672,55.50935299599526,59.24025748953737,-139.7317941208018,1.1366264964674446,91.7580567481528,2.414304623151083,4.3350354993069455,2.3649773186400846,-1.561185019384652,7.073378239999999,11.300773778968145
Rb2CdCl4,RP,1,1,1.72,1.719994287,1,Rb,Rb,Cd,Cd,Cl,Cl,9,9,6,6,6,1.63,0.95,1.81,1.0,2.0,-1.0,0.104686,0.1504066,0.263803,4.177128,8.993822,12.96763,1.0,12.0,7.0,Handbook,True,Rb2CdCl4,,,fold_test,,,train,-4.641025893571279,2.1543040392598436,4.801372334917068,-0.385955929735612,4.816501011905274,10.203321245244041,-27.871563780625607,4.654380844074811,13.54817293470576,-25.985949186882195,4.155836570132333,51.97189837376439,2.889311038942309,-0.5371317555792996,2.7203650765779495,15.522973096265433,-1.333516334504558,42.35709717461798,0.8816827377127109,-15.093984418489516,0.9821141358720047,7.581713419551835,-10.5580104752,0.9485616777281967,13.751482644446977,-21.57848650207079,1.3809488590044259,5.637287106625665,7.715240311197589,0.5192505977401723,10.654699612664293,1.054227704407159,25.985949186882195,47.03456802825677,49.676631777538134,-103.51585909323651,1.0793569875688502,100.2020497004368,2.6133662615975757,4.696748407417281,2.003908901386159,-1.8617406057504353,6.4773070399999995,12.34072228623515
Cs2CrCl4,RP,1,1,1.72,1.706155593,1,Cs,Cs,Cr,Cr,Cl,Cl,9,9,6,6,6,1.78,0.8,1.81,1.0,2.0,-1.0,0.1542125,0.1313053,0.263803,3.893905548,6.76651,12.96763,1.0,6.0,7.0,Handbook,True,Cs2CrCl4,,,,,fold_test,train,-2.493939649289201,1.5792212160711372,4.682835636084612,-0.35203143726973596,3.3183309514175563,9.549895261117225,-19.20212879205296,4.529023136937435,9.025292569894033,-284.4440813767486,3.9944968412311392,568.8881627534972,42.03704441089256,-1.1386473522670073,43.86483289931184,9.312435663685035,-1.3025287598987871,506.31046485061256,0.9013354894061583,-26.709234889462042,0.9941519286461517,5.1945565025987745,-19.647628607999998,1.3768211632660392,7.2455972063382115,-38.770628980968596,1.3473856249494318,5.59432423058378,22.173026453552776,0.4736098609778042,7.2999909246732715,0.726310741496623,284.4440813767486,514.843787291915,78.74019710235646,-218.05120508046346,1.419872682866055,69.03425579991948,2.5381528158612268,4.504197973661133,21.934931932569686,-0.8782350373968155,11.037993599999998,8.502147227633117
Cs2TmCl4,RP,1,1,1.72,1.66046274,1,Cs,Cs,Tm,Tm,Cl,Cl,9,9,6,6,6,1.78,1.03,1.81,1.0,2.0,-1.0,0.1542125,0.2167244,0.263803,3.893905548,6.18431,12.96763,1.0,15.0,7.0,Handbook,True,Cs2TmCl4,,,,fold_test,,train,-2.279889351821859,1.5099302473365646,4.40370942249238,-0.26249276346124073,3.03281710751349,9.335532637256396,-17.54995072939832,4.214536450236771,8.305014531882506,-509.1469528018822,3.7794443356663088,1018.2939056037644,82.32882129160443,-1.2961395974966263,78.51682445896026,8.072576178821734,-1.2102067563507128,906.2815759873504,0.9942994900149573,-29.216865213120478,0.9011306973652359,4.7476095837568595,-21.492271088,1.5064371238588117,6.005737721474911,-42.41065855509713,1.2794724688606858,4.930307585819938,26.531958803705127,0.3531478954684981,6.671889478529724,0.6638179477670144,509.1469528018822,921.5559845714067,86.15291456849123,-238.52321845834456,1.4850308938821533,63.094451716763885,2.3596168873117858,4.264961723522687,39.262914873564576,-0.771521834477866,12.0743096,7.77061056901176
K2ZnF4,RP,1,1,1.72,1.568562411,1,K,K,Zn,Zn,F,F,9,9,6,6,6,1.55,0.74,1.33,1.0,2.0,-1.0,0.0981896,0.1551518,0.344443,4.34066354,9.394199,17.42282,1.0,12.0,7.0,Handbook,True,K2ZnF4,,,,fold_test,,train,-2.540339298119086,1.593844188783548,3.7907341820408873,-0.11214831611484233,3.2737211069544014,6.909174470662154,-18.754145169073656,3.5965249705901607,9.335025397270442,-1344.3507962860763,3.08413136517742,2688.7015925721525,143.10435581427177,-1.1157868792618113,132.00126694701132,9.155767019924959,-1.0707011703502427,2083.743734243418,1.054643160567362,-28.31642769876292,0.6933894359571247,5.308272573678465,-19.288761952500003,1.531607098891302,4.496003300206306,-40.18670650485817,1.1830679677866185,3.6466028375361184,28.249367291273238,0.1293357475481347,7.753245215832884,0.6529089612628975,1344.3507962860763,1787.9865590604813,77.63195806770128,-178.21893781515928,1.4863821806995199,68.68086014303539,2.076907884135524,3.664351775847535,77.16034466785952,-0.896228498995781,12.444362550000003,8.835503554698192
Tl2CuF4,RP,1,1,1.72,1.560575069,1,Tl,Tl,Cu,Cu,F,F,9,9,6,6,6,1.59,0.73,1.33,1.0,2.0,-1.0,0.173447,0.1511716,0.344443,6.108287,7.72638,17.42282,3.0,11.0,7.0,Handbook,True,Tl2CuF4,,,,,fold_test,train,-1.9988928610545151,1.4138220754587598,3.747877722861385,-0.09561890469975864,2.6247778983687042,6.7596879558184275,-15.036548360216921,3.5556861632081933,7.170924276762377,-7540.13879004032,3.038164010656183,15080.27758008064,975.8954115692368,-1.545639269988705,1307.8144527161232,6.991815644097861,-1.053909716211762,11988.820676164109,1.079713108862234,-44.360892994485624,0.6794104857895458,4.272623384796578,-24.51356996400001,1.9102776239916834,1.0080094730097642,-60.58516294484834,1.1027780762479373,3.5930890857434368,43.600712138364464,0.11027310036838278,6.240579464869872,0.5234841195021785,7540.13879004032,10028.384590753625,99.32420198537253,-233.16790301238038,1.6602174475797178,55.06639015811016,2.049479779631983,3.5297430795075506,432.77372951338066,-0.6469814913587876,15.417339600000005,7.084059299390087
Cs2MnCl4,RP,1,1,1.72,1.694155443,1,Cs,Cs,Mn,Mn,Cl,Cl,9,9,6,6,6,1.78,0.83,1.81,1.0,2.0,-1.0,0.1542125,0.1352844,0.263803,3.893905548,7.434018,12.96763,1.0,7.0,7.0,Handbook,True,Cs2MnCl4,fold_test,,,,,train,-2.794778354174498,1.6717590598451975,4.637654913193046,-0.3396807376691119,3.6456802728134936,9.485043730698264,-21.096395494640507,4.48520607248695,9.928299425273908,-145.91564543288408,3.9581962220141733,291.83129086576815,19.62809955973796,-0.9739587362745846,22.502016471318633,10.733967997972448,-1.289249082103101,259.72984887053366,0.9148785932658436,-23.83416910092787,0.9768134943173681,5.706993197724726,-17.532696260799998,1.2531949975708008,8.667129540625623,-34.59723691472438,1.337616937136271,5.492291517890405,17.65639812109447,0.45699369406329016,8.020126170486373,0.7979604147306723,145.91564543288408,264.1073182335202,71.67003511359079,-194.57948968052767,1.341277651044734,75.84440135804215,2.510719007918643,4.465474033748729,11.252298641531574,-1.0267375431376322,9.84982936,9.340873733856107
Tl2NiF4,RP,1,1,1.72,1.576680633,1,Tl,Tl,Ni,Ni,F,F,9,9,6,6,6,1.59,0.69,1.33,1.0,2.0,-1.0,0.173447,0.1472068,0.344443,6.108287,7.639877,17.42282,3.0,10.0,7.0,Handbook,True,Tl2NiF4,fold_test,,,,,train,-1.9812181971870269,1.4075575289085085,3.827290071481596,-0.11620235095906173,2.595391411742032,6.871137483968574,-14.868202182213272,3.628906689859039,7.082854353742786,-8221.425306741257,3.1049365483889226,16442.850613482515,1076.1201138108975,-1.5670405755614356,1425.9815551783508,6.833866716363162,-1.0735767951876154,13072.0662377186,1.058982022055434,-44.756641364681485,0.6862350564357618,4.224787950782841,-24.732258198300006,1.9319068655760903,0.8500605452750634,-61.125649798808986,1.1136459890404509,3.695769438038204,44.38211558043716,0.13401108860832844,6.170711189500341,0.5176232963496418,8221.425306741257,10934.495657965872,100.44880666740349,-235.2480193348946,1.667606495110846,54.44987790426722,2.088052809665004,3.5965099415565245,471.8768435156454,-0.6381455691673602,15.554879370000002,7.004747593057349
