Substance,Label,rp,f.e,Compound,Type,n,criterion,t_RP,p_Label,A1,A2,B1,B2,X1,X2,cnA1,cnA2,cnB1,cnB2,cnX,rA,rB,rX,nA,nB,nX,xA,xB,xX,iA,iB,iX,vA,vB,vX,Source,train
GdNaGeO4,0.0,1.829251154420679,-0.8847140641666691,GdNaGeO4,Olivine,1.0,1.83,1.829251154,1.0,Gd,Na,Ge,Ge,O,O,9.0,9.0,6.0,6.0,6.0,1.1735,0.53,1.4,2.0,4.0,-2.0,0.143807,0.1895892,0.304575,5.64443635,7.899435,13.618054,5.5,4.0,6.0,Handbook,True
CdNaAsO4,0.0,1.899133419374474,-0.6502302850000028,CdNaAsO4,Olivine,1.0,1.83,1.899133419,0.0,Cd,Na,As,As,O,O,9.0,9.0,6.0,6.0,6.0,1.17,0.46,1.4,1.5,5.0,-2.0,0.1218103,0.2068208,0.304575,7.06644935,9.789,13.618054,6.5,5.0,6.0,Handbook,True
Mg2SiO4,0.0,2.0728233910261578,1.9788634349999967,Mg2SiO4,Olivine,1.0,1.83,2.072823391,0.0,Mg,Mg,Si,Si,O,O,9.0,9.0,6.0,6.0,6.0,0.89,0.4,1.4,2.0,4.0,-2.0,0.121644,0.178503,0.304575,7.646235,8.151683,13.618054,2.0,4.0,6.0,Handbook,True
FeMnGeO4,0.0,1.943176139716388,1.6266529133333345,FeMnGeO4,Olivine,1.0,1.83,1.94317614,0.0,Fe,Mn,Ge,Ge,O,O,9.0,9.0,6.0,6.0,6.0,0.94,0.53,1.4,2.0,4.0,-2.0,0.1372688,0.1895892,0.304575,7.6682429,7.899435,13.618054,7.5,4.0,6.0,Handbook,True
EuNaGeO4,0.0,1.8270101170640247,-0.8597889897916673,EuNaGeO4,Olivine,1.0,1.83,1.827010117,1.0,Eu,Na,Ge,Ge,O,O,9.0,9.0,6.0,6.0,6.0,1.18,0.53,1.4,2.0,4.0,-2.0,0.1415745,0.1895892,0.304575,5.40473085,7.899435,13.618054,5.0,4.0,6.0,Handbook,True
ErNaGeO4,0.0,1.837303955526728,-0.6623619235416633,ErNaGeO4,Olivine,1.0,1.83,1.837303956,0.0,Er,Na,Ge,Ge,O,O,9.0,9.0,6.0,6.0,6.0,1.151,0.53,1.4,2.0,4.0,-2.0,0.1527375,0.1895892,0.304575,5.62338835,7.899435,13.618054,7.5,4.0,6.0,Handbook,True
CoMnGeS4,0.0,2.188026773653248,3.883173056666673,CoMnGeS4,Olivine,1.0,1.83,2.188026774,0.0,Co,Mn,Ge,Ge,S,S,9.0,9.0,6.0,6.0,6.0,0.93,0.53,1.84,2.0,4.0,-2.0,0.13926035,0.1895892,0.23596,7.657514,7.899435,10.36001,8.0,4.0,6.0,Handbook,True
CoMnGeO4,0.0,1.9500495416608712,2.156842810833336,CoMnGeO4,Olivine,1.0,1.83,1.950049542,0.0,Co,Mn,Ge,Ge,O,O,9.0,9.0,6.0,6.0,6.0,0.93,0.53,1.4,2.0,4.0,-2.0,0.13926035,0.1895892,0.304575,7.657514,7.899435,13.618054,8.0,4.0,6.0,Handbook,True
CaMnSiO4,0.0,2.0105788899106845,0.2937831450000026,CaMnSiO4,Olivine,1.0,1.83,2.01057889,0.0,Ca,Mn,Si,Si,O,O,9.0,9.0,6.0,6.0,6.0,1.07,0.4,1.4,2.0,4.0,-2.0,0.12534815,0.178503,0.304575,6.7735866,8.151683,13.618054,4.5,4.0,6.0,Handbook,True
CaMgSiO4,0.0,2.0201904054455952,0.9574832549999996,CaMgSiO4,Olivine,1.0,1.83,2.020190405,0.0,Ca,Mg,Si,Si,O,O,9.0,9.0,6.0,6.0,6.0,1.035,0.4,1.4,2.0,4.0,-2.0,0.11852795,0.178503,0.304575,6.8796951,8.151683,13.618054,2.0,4.0,6.0,Handbook,True
CaYbInS4,0.0,2.035078784364384,2.7680648975000004,CaYbInS4,Olivine,1.0,1.83,2.035078784,0.0,Ca,Yb,In,In,S,S,9.0,9.0,6.0,6.0,6.0,1.111,0.8,1.84,2.5,3.0,-2.0,0.16830095,0.16423,0.23596,6.1836576,5.7863552,10.36001,9.0,3.0,6.0,Handbook,True
CaYGaO4,0.0,1.805063828665301,0.4961377912500015,CaYGaO4,Olivine,1.0,1.83,1.805063829,1.0,Ca,Y,Ga,Ga,O,O,9.0,9.0,6.0,6.0,6.0,1.1275,0.62,1.4,2.5,3.0,-2.0,0.11855525,0.1723773,0.304575,6.1652076,5.9993018,13.618054,2.5,3.0,6.0,Handbook,True
CaLaGaO4,0.0,1.770522256343853,-0.0568935306249951,CaLaGaO4,Olivine,1.0,1.83,1.770522256,1.0,Ca,La,Ga,Ga,O,O,9.0,9.0,6.0,6.0,6.0,1.198,0.62,1.4,2.5,3.0,-2.0,0.13927695,0.1723773,0.304575,5.8450276,5.9993018,13.618054,2.5,3.0,6.0,Handbook,True
CaNaAsO4,0.0,1.8890823991325427,-1.6224150349999995,CaNaAsO4,Olivine,1.0,1.83,1.889082399,0.0,Ca,Na,As,As,O,O,9.0,9.0,6.0,6.0,6.0,1.21,0.46,1.4,1.5,5.0,-2.0,0.10431295,0.2068208,0.304575,5.62611595,9.789,13.618054,1.5,5.0,6.0,Handbook,True
Mn2SiO4,0.0,2.0444398044980816,0.7660795150000013,Mn2SiO4,Olivine,1.0,1.83,2.044439804,0.0,Mn,Mn,Si,Si,O,O,9.0,9.0,6.0,6.0,6.0,0.96,0.4,1.4,2.0,4.0,-2.0,0.1352844,0.178503,0.304575,7.434018,8.151683,13.618054,7.0,4.0,6.0,Handbook,True
Lu2ZnS4,0.0,2.091026508337463,3.2171911792857104,Lu2ZnS4,Olivine,1.0,1.83,2.091026508,0.0,Lu,Lu,Zn,Zn,S,S,9.0,9.0,6.0,6.0,6.0,1.032,0.74,1.84,3.0,2.0,-2.0,0.22565,0.1551518,0.23596,5.425871,9.394199,10.36001,17.0,12.0,6.0,Handbook,True
Yb2ZnS4,0.0,2.0812050187849773,2.775455535535717,Yb2ZnS4,Olivine,1.0,1.83,2.081205019,0.0,Yb,Yb,Zn,Zn,S,S,9.0,9.0,6.0,6.0,6.0,1.042,0.74,1.84,3.0,2.0,-2.0,0.22119,0.1551518,0.23596,6.25416,9.394199,10.36001,16.0,12.0,6.0,Handbook,True
Tm2ZnS4,0.0,2.071662276412477,2.352760628035715,Tm2ZnS4,Olivine,1.0,1.83,2.071662276,0.0,Tm,Tm,Zn,Zn,S,S,9.0,9.0,6.0,6.0,6.0,1.052,0.74,1.84,3.0,2.0,-2.0,0.2167244,0.1551518,0.23596,6.18431,9.394199,10.36001,15.0,12.0,6.0,Handbook,True
LiMgAsO4,0.0,2.0029127240172198,0.8785474499999957,LiMgAsO4,Olivine,1.0,1.83,2.002912724,0.0,Li,Mg,As,As,O,O,9.0,9.0,6.0,6.0,6.0,0.905,0.46,1.4,1.5,5.0,-2.0,0.1133685,0.2068208,0.304575,6.518974881,9.789,13.618054,1.5,5.0,6.0,Handbook,True
Fe2GeS4,0.0,2.1951255242108587,4.833649256666666,Fe2GeS4,Olivine,1.0,1.83,2.195125524,0.0,Fe,Fe,Ge,Ge,S,S,9.0,9.0,6.0,6.0,6.0,0.92,0.53,1.84,2.0,4.0,-2.0,0.1392532,0.1895892,0.23596,7.9024678,7.899435,10.36001,8.0,4.0,6.0,Handbook,True
Cs2CrO4,0.0,1.8448685660675437,-0.8634827650000005,Cs2CrO4,K2SO4,1.0,1.83,1.844868566,0.0,Cs,Cs,Cr,Cr,O,O,9.0,9.0,6.0,6.0,6.0,1.78,0.44,1.4,1.0,6.0,-2.0,0.1542125,0.1313053,0.304575,3.893905548,6.76651,13.618054,1.0,6.0,6.0,Handbook,True
Ba2CrO4,0.0,1.7354360384112373,-1.2360707649999974,Ba2CrO4,K2SO4,1.0,1.83,1.735436038,1.0,Ba,Ba,Cr,Cr,O,O,9.0,9.0,6.0,6.0,6.0,1.47,0.55,1.4,2.0,4.0,-2.0,0.1586786,0.1313053,0.304575,5.211664,6.76651,13.618054,2.0,6.0,6.0,Handbook,True
Ba2TiS4,0.0,1.9133241770014104,-0.383019940000004,Ba2TiS4,K2SO4,1.0,1.83,1.913324177,0.0,Ba,Ba,Ti,Ti,S,S,9.0,9.0,6.0,6.0,6.0,1.47,0.605,1.84,2.0,4.0,-2.0,0.1586786,0.1233637,0.23596,5.211664,6.82812,10.36001,2.0,4.0,6.0,Handbook,True
Ba2SiS4,0.0,2.2188042816839912,0.5900563649999988,Ba2SiS4,K2SO4,1.0,1.83,2.218804282,0.0,Ba,Ba,Si,Si,S,S,9.0,9.0,6.0,6.0,6.0,1.47,0.4,1.84,2.0,4.0,-2.0,0.1586786,0.178503,0.23596,5.211664,8.151683,10.36001,2.0,4.0,6.0,Handbook,True
Ba2SiO4,0.0,1.94487191611824,-0.378614455000001,Ba2SiO4,K2SO4,1.0,1.83,1.944871916,0.0,Ba,Ba,Si,Si,O,O,9.0,9.0,6.0,6.0,6.0,1.47,0.4,1.4,2.0,4.0,-2.0,0.1586786,0.178503,0.304575,5.211664,8.151683,13.618054,2.0,4.0,6.0,Handbook,True
Ba2GeS4,0.0,1.993241475643964,0.3738501366666664,Ba2GeS4,K2SO4,1.0,1.83,1.993241476,0.0,Ba,Ba,Ge,Ge,S,S,9.0,9.0,6.0,6.0,6.0,1.47,0.53,1.84,2.0,4.0,-2.0,0.1586786,0.1895892,0.23596,5.211664,7.899435,10.36001,2.0,4.0,6.0,Handbook,True
Ba2TiO4,0.0,1.6905854894951042,-1.7794421199999988,Ba2TiO4,K2SO4,1.0,1.83,1.690585489,1.0,Ba,Ba,Ti,Ti,O,O,9.0,9.0,6.0,6.0,6.0,1.47,0.605,1.4,2.0,4.0,-2.0,0.1586786,0.1233637,0.304575,5.211664,6.82812,13.618054,2.0,4.0,6.0,Handbook,True
Cs2WSe4,0.0,1.9302122298805375,-1.6344978999999995,Cs2WSe4,K2SO4,1.0,1.83,1.93021223,0.0,Cs,Cs,W,W,Se,Se,9.0,9.0,6.0,6.0,6.0,1.78,0.6,1.98,1.0,6.0,-2.0,0.1542125,0.2390504,0.2240328,3.893905548,7.86403,9.752392,1.0,6.0,6.0,Handbook,True
Sr2SiO4,0.0,1.96406335337182,-0.6976754649999961,Sr2SiO4,K2SO4,1.0,1.83,1.964063353,0.0,Sr,Sr,Si,Si,O,O,9.0,9.0,6.0,6.0,6.0,1.31,0.4,1.4,2.0,4.0,-2.0,0.1185082,0.178503,0.304575,5.6948672,8.151683,13.618054,2.0,4.0,6.0,Handbook,True
K2WSe4,0.0,1.966434125049546,-1.3322017000000024,K2WSe4,K2SO4,1.0,1.83,1.966434125,0.0,K,K,W,W,Se,Se,9.0,9.0,6.0,6.0,6.0,1.55,0.6,1.98,1.0,6.0,-2.0,0.0981896,0.2390504,0.2240328,4.34066354,7.86403,9.752392,1.0,6.0,6.0,Handbook,True
K2MoS4,0.0,1.910859047645072,-0.4140656300000032,K2MoS4,K2SO4,1.0,1.83,1.910859048,0.0,K,K,Mo,Mo,S,S,9.0,9.0,6.0,6.0,6.0,1.55,0.59,1.84,1.0,6.0,-2.0,0.0981896,0.1312672,0.23596,4.34066354,7.09243,10.36001,1.0,6.0,6.0,Handbook,True
NaSrVO4,0.0,1.789530134428584,-1.7826923650000026,NaSrVO4,K2SO4,1.0,1.83,1.789530134,1.0,Na,Sr,V,V,O,O,9.0,9.0,6.0,6.0,6.0,1.275,0.54,1.4,1.5,5.0,-2.0,0.1058611,0.1273344,0.304575,5.41697195,6.746187,13.618054,1.5,5.0,6.0,Handbook,True
Cs2WS4,0.0,1.8648120889638689,-1.870416764999998,Cs2WS4,K2SO4,1.0,1.83,1.864812089,0.0,Cs,Cs,W,W,S,S,9.0,9.0,6.0,6.0,6.0,1.78,0.6,1.84,1.0,6.0,-2.0,0.1542125,0.2390504,0.23596,3.893905548,7.86403,10.36001,1.0,6.0,6.0,Handbook,True
K2CrO4,0.0,1.8643478963584323,-1.6041385549999987,K2CrO4,K2SO4,1.0,1.83,1.864347896,0.0,K,K,Cr,Cr,O,O,9.0,9.0,6.0,6.0,6.0,1.55,0.44,1.4,1.0,6.0,-2.0,0.0981896,0.1313053,0.304575,4.34066354,6.76651,13.618054,1.0,6.0,6.0,Handbook,True
Eu2SiO4,0.0,1.9655032495999885,-0.2540888149999958,Eu2SiO4,K2SO4,1.0,1.83,1.96550325,0.0,Eu,Eu,Si,Si,O,O,9.0,9.0,6.0,6.0,6.0,1.3,0.4,1.4,2.0,4.0,-2.0,0.189935,0.178503,0.304575,5.670385,8.151683,13.618054,9.0,4.0,6.0,Handbook,True
Rb2MoSe4,0.0,1.9629377105043315,-0.0084185199999957,Rb2MoSe4,K2SO4,1.0,1.83,1.962937711,0.0,Rb,Rb,Mo,Mo,Se,Se,9.0,9.0,6.0,6.0,6.0,1.63,0.59,1.98,1.0,6.0,-2.0,0.104686,0.1312672,0.2240328,4.177128,7.09243,9.752392,1.0,6.0,6.0,Handbook,True
Rb2MoS4,0.0,1.8969856598795505,-0.5928716000000023,Rb2MoS4,K2SO4,1.0,1.83,1.89698566,0.0,Rb,Rb,Mo,Mo,S,S,9.0,9.0,6.0,6.0,6.0,1.63,0.59,1.84,1.0,6.0,-2.0,0.104686,0.1312672,0.23596,4.177128,7.09243,10.36001,1.0,6.0,6.0,Handbook,True
Rb2CrO4,0.0,1.8566320449611184,-1.448031775000004,Rb2CrO4,K2SO4,1.0,1.83,1.856632045,0.0,Rb,Rb,Cr,Cr,O,O,9.0,9.0,6.0,6.0,6.0,1.63,0.44,1.4,1.0,6.0,-2.0,0.104686,0.1313053,0.304575,4.177128,6.76651,13.618054,1.0,6.0,6.0,Handbook,True
NaSrAsO4,0.0,1.8747220730076668,-1.9179001850000008,NaSrAsO4,K2SO4,1.0,1.83,1.874722073,0.0,Na,Sr,As,As,O,O,9.0,9.0,6.0,6.0,6.0,1.275,0.46,1.4,1.5,5.0,-2.0,0.1058611,0.2068208,0.304575,5.41697195,9.789,13.618054,1.5,5.0,6.0,Handbook,True
RbBaVO4,0.0,1.7315265409975775,-2.074346239999993,RbBaVO4,K2SO4,1.0,1.83,1.731526541,1.0,Rb,Ba,V,V,O,O,9.0,9.0,6.0,6.0,6.0,1.55,0.54,1.4,1.5,5.0,-2.0,0.1316823,0.1273344,0.304575,4.694396,6.746187,13.618054,1.5,5.0,6.0,Handbook,True
K2WS4,0.0,1.9010339841328767,-1.6423924499999991,K2WS4,K2SO4,1.0,1.83,1.901033984,0.0,K,K,W,W,S,S,9.0,9.0,6.0,6.0,6.0,1.55,0.6,1.84,1.0,6.0,-2.0,0.0981896,0.2390504,0.23596,4.34066354,7.86403,10.36001,1.0,6.0,6.0,Handbook,True
Cs2MoSe4,0.0,1.9417865379689316,-0.0814771899999975,Cs2MoSe4,K2SO4,1.0,1.83,1.941786538,0.0,Cs,Cs,Mo,Mo,Se,Se,9.0,9.0,6.0,6.0,6.0,1.78,0.59,1.98,1.0,6.0,-2.0,0.1542125,0.1312672,0.2240328,3.893905548,7.09243,9.752392,1.0,6.0,6.0,Handbook,True
Ba2VO4,0.0,1.709314541457157,-1.5928588999999995,Ba2VO4,K2SO4,1.0,1.83,1.709314541,1.0,Ba,Ba,V,V,O,O,9.0,9.0,6.0,6.0,6.0,1.47,0.58,1.4,2.0,4.0,-2.0,0.1586786,0.1273344,0.304575,5.211664,6.746187,13.618054,2.0,5.0,6.0,Handbook,True
KCaVO4,0.0,1.7666558096203455,-1.3118316399999903,KCaVO4,K2SO4,1.0,1.83,1.76665581,1.0,K,Ca,V,V,O,O,9.0,9.0,6.0,6.0,6.0,1.365,0.54,1.4,1.5,5.0,-2.0,0.10680075,0.1273344,0.304575,5.22690937,6.746187,13.618054,1.5,5.0,6.0,Handbook,True
KSrAsO4,0.0,1.8480336946150755,-2.178955110000004,KSrAsO4,K2SO4,1.0,1.83,1.848033695,0.0,K,Sr,As,As,O,O,9.0,9.0,6.0,6.0,6.0,1.43,0.46,1.4,1.5,5.0,-2.0,0.1083489,0.2068208,0.304575,5.01776537,9.789,13.618054,1.5,5.0,6.0,Handbook,True
Cs2MoS4,0.0,1.8758344873441504,-0.6282958749999992,Cs2MoS4,K2SO4,1.0,1.83,1.875834487,0.0,Cs,Cs,Mo,Mo,S,S,9.0,9.0,6.0,6.0,6.0,1.78,0.59,1.84,1.0,6.0,-2.0,0.1542125,0.1312672,0.23596,3.893905548,7.09243,10.36001,1.0,6.0,6.0,Handbook,True
KCaAsO4,0.0,1.8581232831262424,-1.612759790000002,KCaAsO4,K2SO4,1.0,1.83,1.858123283,0.0,K,Ca,As,As,O,O,9.0,9.0,6.0,6.0,6.0,1.365,0.46,1.4,1.5,5.0,-2.0,0.10680075,0.2068208,0.304575,5.22690937,9.789,13.618054,1.5,5.0,6.0,Handbook,True
NaBaAsO4,0.0,1.859805727345276,-1.882663945000001,NaBaAsO4,K2SO4,1.0,1.83,1.859805727,0.0,Na,Ba,As,As,O,O,9.0,9.0,6.0,6.0,6.0,1.355,0.46,1.4,1.5,5.0,-2.0,0.1259463,0.2068208,0.304575,5.17537035,9.789,13.618054,1.5,5.0,6.0,Handbook,True
NaBaVO4,0.0,1.7689743386102803,-1.7605689750000018,NaBaVO4,K2SO4,1.0,1.83,1.768974339,1.0,Na,Ba,V,V,O,O,9.0,9.0,6.0,6.0,6.0,1.355,0.54,1.4,1.5,5.0,-2.0,0.1259463,0.1273344,0.304575,5.17537035,6.746187,13.618054,1.5,5.0,6.0,Handbook,True
Rb2WSe4,0.0,1.952086467492557,-1.546175390000002,Rb2WSe4,K2SO4,1.0,1.83,1.952086467,0.0,Rb,Rb,W,W,Se,Se,9.0,9.0,6.0,6.0,6.0,1.63,0.6,1.98,1.0,6.0,-2.0,0.104686,0.2390504,0.2240328,4.177128,7.86403,9.752392,1.0,6.0,6.0,Handbook,True
Rb2WS4,0.0,1.8866863265758884,-1.8484376900000008,Rb2WS4,K2SO4,1.0,1.83,1.886686327,0.0,Rb,Rb,W,W,S,S,9.0,9.0,6.0,6.0,6.0,1.63,0.6,1.84,1.0,6.0,-2.0,0.104686,0.2390504,0.23596,4.177128,7.86403,10.36001,1.0,6.0,6.0,Handbook,True
Sr2NiO2Cl2,0.0,1.802582838751364,-0.7079581374999968,Sr2NiO2Cl2,high-Tc,1.0,1.83,1.802582839,1.0,Sr,Sr,Ni,Ni,O,Cl,9.0,9.0,6.0,6.0,6.0,1.31,0.69,1.605,2.0,2.0,-1.5,0.1185082,0.1472068,0.284189,5.6948672,7.639877,13.292842,2.0,10.0,6.5,Handbook,True
EuPrCuO4,0.0,1.788149108786372,0.2323505731250001,EuPrCuO4,high-Tc,1.0,1.83,1.788149109,1.0,Eu,Pr,Cu,Cu,O,O,9.0,9.0,6.0,6.0,6.0,1.1495,0.73,1.4,3.0,2.0,-2.0,0.1810075,0.1511716,0.304575,5.5716925,7.72638,13.618054,7.0,11.0,6.0,Handbook,True
SmPrCuO4,0.0,1.783971670434943,0.7218955674999954,SmPrCuO4,high-Tc,1.0,1.83,1.78397167,1.0,Sm,Pr,Cu,Cu,O,O,9.0,9.0,6.0,6.0,6.0,1.1555,0.73,1.4,3.0,2.0,-2.0,0.178774,0.1511716,0.304575,5.558355,7.72638,13.618054,6.5,11.0,6.0,Handbook,True
SmGdCuO4,0.0,1.8100537086285904,0.86090680625,SmGdCuO4,high-Tc,1.0,1.83,1.810053709,1.0,Sm,Gd,Cu,Cu,O,O,9.0,9.0,6.0,6.0,6.0,1.1195,0.73,1.4,3.0,2.0,-2.0,0.189934,0.1511716,0.304575,5.896753,7.72638,13.618054,9.0,11.0,6.0,Handbook,True
PrGdCuO4,0.0,1.79274911066689,0.8858585187499983,PrGdCuO4,high-Tc,1.0,1.83,1.792749111,1.0,Pr,Gd,Cu,Cu,O,O,9.0,9.0,6.0,6.0,6.0,1.143,0.73,1.4,3.0,2.0,-2.0,0.18324,0.1511716,0.304575,5.811398,7.72638,13.618054,7.5,11.0,6.0,Handbook,True
Eu2CuO4,0.0,1.8096741467825672,0.3136117362499995,Eu2CuO4,high-Tc,1.0,1.83,1.809674147,1.0,Eu,Eu,Cu,Cu,O,O,9.0,9.0,6.0,6.0,6.0,1.12,0.73,1.4,3.0,2.0,-2.0,0.189935,0.1511716,0.304575,5.670385,7.72638,13.618054,9.0,11.0,6.0,Handbook,True
NdGaCuO4,0.0,2.055356080211653,3.322164811875,NdGaCuO4,high-Tc,1.0,1.83,2.05535608,0.0,Nd,Ga,Cu,Cu,O,O,9.0,9.0,6.0,6.0,6.0,0.8915,0.73,1.4,3.0,2.0,-2.0,0.17445815,0.1511716,0.304575,5.7621509,7.72638,13.618054,4.5,11.0,6.0,Handbook,True
EuNdCuO4,0.0,1.7938218244213815,0.3730836512499991,EuNdCuO4,high-Tc,1.0,1.83,1.793821824,1.0,Eu,Nd,Cu,Cu,O,O,9.0,9.0,6.0,6.0,6.0,1.1415,0.73,1.4,3.0,2.0,-2.0,0.183237,0.1511716,0.304575,5.5976925,7.72638,13.618054,7.5,11.0,6.0,Handbook,True
EuGdCuO4,0.0,1.814648407514575,0.5609833818749976,EuGdCuO4,high-Tc,1.0,1.83,1.814648408,1.0,Eu,Gd,Cu,Cu,O,O,9.0,9.0,6.0,6.0,6.0,1.1135,0.73,1.4,3.0,2.0,-2.0,0.1921675,0.1511716,0.304575,5.9100905,7.72638,13.618054,9.5,11.0,6.0,Handbook,True
Ho2CuO4,0.0,1.8485698736102776,1.7121356187500003,Ho2CuO4,high-Tc,1.0,1.83,1.848569874,0.0,Ho,Ho,Cu,Cu,O,O,9.0,9.0,6.0,6.0,6.0,1.072,0.73,1.4,3.0,2.0,-2.0,0.207795,0.1511716,0.304575,6.0215,7.72638,13.618054,13.0,11.0,6.0,Handbook,True
In2CuO4,0.0,2.0144572799082185,3.0799509037499995,In2CuO4,high-Tc,1.0,1.83,2.01445728,0.0,In,In,Cu,Cu,O,O,9.0,9.0,6.0,6.0,6.0,0.92,0.73,1.4,3.0,2.0,-2.0,0.16423,0.1511716,0.304575,5.7863552,7.72638,13.618054,3.0,11.0,6.0,Handbook,True
Sm2CuO4,0.0,1.80071500409507,0.9854690349999976,Sm2CuO4,high-Tc,1.0,1.83,1.800715004,1.0,Sm,Sm,Cu,Cu,O,O,9.0,9.0,6.0,6.0,6.0,1.132,0.73,1.4,3.0,2.0,-2.0,0.185468,0.1511716,0.304575,5.64371,7.72638,13.618054,8.0,11.0,6.0,Handbook,True
Tm2CuO4,0.0,1.8663694299691047,1.6349389712499978,Tm2CuO4,high-Tc,1.0,1.83,1.86636943,0.0,Tm,Tm,Cu,Cu,O,O,9.0,9.0,6.0,6.0,6.0,1.052,0.73,1.4,3.0,2.0,-2.0,0.2167244,0.1511716,0.304575,6.18431,7.72638,13.618054,15.0,11.0,6.0,Handbook,True
Y2CuO4,0.0,1.845985278489171,1.5229279199999972,Y2CuO4,high-Tc,1.0,1.83,1.845985278,0.0,Y,Y,Cu,Cu,O,O,9.0,9.0,6.0,6.0,6.0,1.075,0.73,1.4,3.0,2.0,-2.0,0.1216986,0.1511716,0.304575,6.21726,7.72638,13.618054,3.0,11.0,6.0,Handbook,True
Gd2PdO4,0.0,1.879428467404048,2.9964557550000013,Gd2PdO4,high-Tc,1.0,1.83,1.879428467,0.0,Gd,Gd,Pd,Pd,O,O,9.0,9.0,6.0,6.0,6.0,1.107,0.86,1.4,3.0,2.0,-2.0,0.1944,0.1440276,0.304575,6.149796,8.33686,13.618054,10.0,10.0,6.0,Handbook,True
Gd2CuO4,0.0,1.8197105477236195,1.001458377499997,Gd2CuO4,high-Tc,1.0,1.83,1.819710548,1.0,Gd,Gd,Cu,Cu,O,O,9.0,9.0,6.0,6.0,6.0,1.107,0.73,1.4,3.0,2.0,-2.0,0.1944,0.1511716,0.304575,6.149796,7.72638,13.618054,10.0,11.0,6.0,Handbook,True
La2PdO4,0.0,1.776078529839881,1.6384036537499984,La2PdO4,high-Tc,1.0,1.83,1.77607853,1.0,La,La,Pd,Pd,O,O,9.0,9.0,6.0,6.0,6.0,1.216,0.86,1.4,3.0,2.0,-2.0,0.163142,0.1440276,0.304575,5.5769,8.33686,13.618054,3.0,10.0,6.0,Handbook,True
Nd2PdO4,0.0,1.8227058692276916,2.175194293749998,Nd2PdO4,high-Tc,1.0,1.83,1.822705869,1.0,Nd,Nd,Pd,Pd,O,O,9.0,9.0,6.0,6.0,6.0,1.163,0.86,1.4,3.0,2.0,-2.0,0.176539,0.1440276,0.304575,5.525,8.33686,13.618054,6.0,10.0,6.0,Handbook,True
Sm2PdO4,0.0,1.8530649769411565,1.9648269324999976,Sm2PdO4,high-Tc,1.0,1.83,1.853064977,0.0,Sm,Sm,Pd,Pd,O,O,9.0,9.0,6.0,6.0,6.0,1.132,0.86,1.4,3.0,2.0,-2.0,0.185468,0.1440276,0.304575,5.64371,8.33686,13.618054,8.0,10.0,6.0,Handbook,True
Lu2CaO4,0.0,2.1221619334242017,5.171743633750003,Lu2CaO4,CaV2O4,1.0,1.83,2.122161933,0.0,Lu,Lu,Ca,Ca,O,O,9.0,9.0,6.0,6.0,6.0,1.032,1.0,1.4,3.0,2.0,-2.0,0.22565,0.1154119,0.304575,5.425871,6.1131552,13.618054,17.0,2.0,6.0,Handbook,True
Sc2MgO4,0.0,2.0793323074022148,3.3180104362500007,Sc2MgO4,CaV2O4,1.0,1.83,2.079332307,0.0,Sc,Sc,Mg,Mg,O,O,9.0,9.0,6.0,6.0,6.0,0.87,0.72,1.4,3.0,2.0,-2.0,0.1193833,0.121644,0.304575,6.56149,7.646235,13.618054,3.0,2.0,6.0,Handbook,True
Yb2CaO4,0.0,2.1042264156146957,2.5864123524999965,Yb2CaO4,CaV2O4,1.0,1.83,2.104226416,0.0,Yb,Yb,Ca,Ca,O,O,9.0,9.0,6.0,6.0,6.0,1.042,1.0,1.4,3.0,2.0,-2.0,0.22119,0.1154119,0.304575,6.25416,6.1131552,13.618054,16.0,2.0,6.0,Handbook,True
Cs2AgF4,1.0,1.468371937823392,-0.5137445550000006,Cs2AgF4,RP,1.0,1.72,1.468371938,1.0,Cs,Cs,Ag,Ag,F,F,9.0,9.0,6.0,6.0,6.0,1.78,0.94,1.33,1.0,2.0,-1.0,0.1542125,0.1472165,0.344443,3.893905548,7.576234,17.42282,1.0,11.0,7.0,Handbook,True
Cs2YbCl4,1.0,1.660474909783897,-0.3513746349999991,Cs2YbCl4,RP,1.0,1.72,1.66047491,1.0,Cs,Cs,Yb,Yb,Cl,Cl,9.0,9.0,6.0,6.0,6.0,1.78,1.02,1.81,1.0,2.0,-1.0,0.1542125,0.22119,0.263803,3.893905548,6.25416,12.96763,1.0,16.0,7.0,Handbook,True
Rb2ZnF4,1.0,1.5467380293420308,-0.6077385300000024,Rb2ZnF4,RP,1.0,1.72,1.546738029,1.0,Rb,Rb,Zn,Zn,F,F,9.0,9.0,6.0,6.0,6.0,1.63,0.74,1.33,1.0,2.0,-1.0,0.104686,0.1551518,0.344443,4.177128,9.394199,17.42282,1.0,12.0,7.0,Handbook,True
Rb2NiF4,1.0,1.567551183507023,-0.56117083,Rb2NiF4,RP,1.0,1.72,1.567551184,1.0,Rb,Rb,Ni,Ni,F,F,9.0,9.0,6.0,6.0,6.0,1.63,0.69,1.33,1.0,2.0,-1.0,0.104686,0.1472068,0.344443,4.177128,7.639877,17.42282,1.0,10.0,7.0,Handbook,True
Rb2MnF4,1.0,1.5251503381359497,-0.4206319749999991,Rb2MnF4,RP,1.0,1.72,1.525150338,1.0,Rb,Rb,Mn,Mn,F,F,9.0,9.0,6.0,6.0,6.0,1.63,0.83,1.33,1.0,2.0,-1.0,0.104686,0.1352844,0.344443,4.177128,7.434018,17.42282,1.0,7.0,7.0,Handbook,True
