Compound,Type,Label,n,criterion,t_RP,p_Label,A1,A2,B1,B2,X1,X2,cnA1,cnA2,cnB1,cnB2,cnX,rA,rB,rX,nA,nB,nX,xA,xB,xX,iA,iB,iX,vA,vB,vX,Source,train,Substance
Y2YbS4,Th3P4,0,1,1.83,2.243393523,0,Y,Y,Yb,Yb,S,S,9,9,6,6,6,1.075,1.02,1.84,3.0,2.0,-2.0,0.1216986,0.22119,0.23596,6.21726,6.25416,10.36001,3.0,16.0,6.0,Handbook,True,Y2YbS4
Co2RuO4,Spinel,0,1,1.83,1.977253669,0,Co,Co,Ru,Ru,O,O,9,9,6,6,6,0.9,0.62,1.4,2.0,4.0,-2.0,0.1432363,0.1376494,0.304575,7.88101,7.3605,13.618054,9.0,8.0,6.0,Handbook,True,Co2RuO4
Co2SiO4,Spinel,0,1,1.83,2.068359558,0,Co,Co,Si,Si,O,O,9,9,6,6,6,0.9,0.4,1.4,2.0,4.0,-2.0,0.1432363,0.178503,0.304575,7.88101,8.151683,13.618054,9.0,4.0,6.0,Handbook,True,Co2SiO4
Co2SnO4,Spinel,0,1,1.83,2.012202401,0,Co,Co,Sn,Sn,O,O,9,9,6,6,6,0.9,0.69,1.4,2.0,4.0,-2.0,0.1432363,0.178052,0.304575,7.88101,7.343917,13.618054,9.0,4.0,6.0,Handbook,True,Co2SnO4
Ho2CdS4,Spinel,0,1,1.83,2.177044606,0,Ho,Ho,Cd,Cd,S,S,9,9,6,6,6,1.072,0.95,1.84,3.0,2.0,-2.0,0.207795,0.1504066,0.23596,6.0215,8.993822,10.36001,13.0,12.0,6.0,Handbook,True,Ho2CdS4
Co2RhS4,Spinel,0,1,1.83,2.195634516,0,Co,Co,Rh,Rh,S,S,9,9,6,6,6,0.9,0.6,1.84,2.0,4.0,-2.0,0.1432363,0.1408379,0.23596,7.88101,7.4589,10.36001,9.0,9.0,6.0,Handbook,True,Co2RhS4
Co2VO4,Spinel,0,1,1.83,1.968947308,0,Co,Co,V,V,O,O,9,9,6,6,6,0.9,0.58,1.4,2.0,4.0,-2.0,0.1432363,0.1273344,0.304575,7.88101,6.746187,13.618054,9.0,5.0,6.0,Handbook,True,Co2VO4
Co2TiO4,Spinel,0,1,1.83,1.973082764,0,Co,Co,Ti,Ti,O,O,9,9,6,6,6,0.9,0.605,1.4,2.0,4.0,-2.0,0.1432363,0.1233637,0.304575,7.88101,6.82812,13.618054,9.0,4.0,6.0,Handbook,True,Co2TiO4
Co2TcO4,Spinel,0,1,1.83,1.986887268,0,Co,Co,Tc,Tc,O,O,9,9,6,6,6,0.9,0.645,1.4,2.0,4.0,-2.0,0.1432363,0.1344592,0.304575,7.88101,7.119381,13.618054,9.0,7.0,6.0,Handbook,True,Co2TcO4
Zn2GeO4,Spinel,0,1,1.83,1.972062234,0,Zn,Zn,Ge,Ge,O,O,9,9,6,6,6,0.9,0.53,1.4,2.0,4.0,-2.0,0.1551518,0.1895892,0.304575,9.394199,7.899435,13.618054,12.0,4.0,6.0,Handbook,True,Zn2GeO4
Lu2FeS4,Spinel,0,1,1.83,2.107150028,0,Lu,Lu,Fe,Fe,S,S,9,9,6,6,6,1.032,0.78,1.84,3.0,2.0,-2.0,0.22565,0.1392532,0.23596,5.425871,7.9024678,10.36001,17.0,8.0,6.0,Handbook,True,Lu2FeS4
In2FeS4,Spinel,0,1,1.83,2.254704369,0,In,In,Fe,Fe,S,S,9,9,6,6,6,0.92,0.78,1.84,3.0,2.0,-2.0,0.16423,0.1392532,0.23596,5.7863552,7.9024678,10.36001,3.0,8.0,6.0,Handbook,True,In2FeS4
Fe2TiO4,Spinel,0,1,1.83,1.953649245,0,Fe,Fe,Ti,Ti,O,O,9,9,6,6,6,0.92,0.605,1.4,2.0,4.0,-2.0,0.1392532,0.1233637,0.304575,7.9024678,6.82812,13.618054,8.0,4.0,6.0,Handbook,True,Fe2TiO4
Ni2GeO4,Spinel,0,1,1.83,2.215274211,0,Ni,Ni,Ge,Ge,O,O,9,9,6,6,6,0.69,0.53,1.4,2.0,4.0,-2.0,0.1472068,0.1895892,0.304575,7.639877,7.899435,13.618054,10.0,4.0,6.0,Handbook,True,Ni2GeO4
In2ZnS4,Spinel,0,1,1.83,2.223835117,0,In,In,Zn,Zn,S,S,9,9,6,6,6,0.92,0.74,1.84,3.0,2.0,-2.0,0.16423,0.1551518,0.23596,5.7863552,9.394199,10.36001,3.0,12.0,6.0,Handbook,True,In2ZnS4
In2MnSe4,Spinel,0,1,1.83,2.358437814,0,In,In,Mn,Mn,Se,Se,9,9,6,6,6,0.92,0.83,1.98,3.0,2.0,-2.0,0.16423,0.1352844,0.2240328,5.7863552,7.434018,9.752392,3.0,7.0,6.0,Handbook,True,In2MnSe4
In2MnS4,Spinel,0,1,1.83,2.302832633,0,In,In,Mn,Mn,S,S,9,9,6,6,6,0.92,0.83,1.84,3.0,2.0,-2.0,0.16423,0.1352844,0.23596,5.7863552,7.434018,10.36001,3.0,7.0,6.0,Handbook,True,In2MnS4
In2MnO4,Spinel,0,1,1.83,2.112666008,0,In,In,Mn,Mn,O,O,9,9,6,6,6,0.92,0.83,1.4,3.0,2.0,-2.0,0.16423,0.1352844,0.304575,5.7863552,7.434018,13.618054,3.0,7.0,6.0,Handbook,True,In2MnO4
In2MgO4,Spinel,0,1,1.83,2.006909748,0,In,In,Mg,Mg,O,O,9,9,6,6,6,0.92,0.72,1.4,3.0,2.0,-2.0,0.16423,0.121644,0.304575,5.7863552,7.646235,13.618054,3.0,2.0,6.0,Handbook,True,In2MgO4
Li2MoO4,Spinel,0,1,1.83,1.951687235,0,Li,Li,Mo,Mo,O,O,9,9,6,6,6,0.92,0.59,1.4,1.0,6.0,-2.0,0.105093,0.1312672,0.304575,5.391714761,7.09243,13.618054,1.0,6.0,6.0,Handbook,True,Li2MoO4
Sm2ZnO4,Spinel,0,1,1.83,1.802797698,1,Sm,Sm,Zn,Zn,O,O,9,9,6,6,6,1.132,0.74,1.4,3.0,2.0,-2.0,0.185468,0.1551518,0.304575,5.64371,9.394199,13.618054,8.0,12.0,6.0,Handbook,True,Sm2ZnO4
Na2MoO4,Spinel,0,1,1.83,1.766807748,1,Na,Na,Mo,Mo,O,O,9,9,6,6,6,1.24,0.59,1.4,1.0,6.0,-2.0,0.093214,0.1312672,0.304575,5.1390767,7.09243,13.618054,1.0,6.0,6.0,Handbook,True,Na2MoO4
Zn2SnO4,Spinel,0,1,1.83,2.012202401,0,Zn,Zn,Sn,Sn,O,O,9,9,6,6,6,0.9,0.69,1.4,2.0,4.0,-2.0,0.1551518,0.178052,0.304575,9.394199,7.343917,13.618054,12.0,4.0,6.0,Handbook,True,Zn2SnO4
Ag2MoO4,Spinel,0,1,1.83,1.752879347,1,Ag,Ag,Mo,Mo,O,O,9,9,6,6,6,1.28,0.59,1.4,1.0,6.0,-2.0,0.1472165,0.1312672,0.304575,7.576234,7.09243,13.618054,11.0,6.0,6.0,Handbook,True,Ag2MoO4
Fe2CuO4,Spinel,0,1,1.83,2.26075354,0,Fe,Fe,Cu,Cu,O,O,9,9,6,6,6,0.78,0.73,1.4,3.0,2.0,-2.0,0.1392532,0.1511716,0.304575,7.9024678,7.72638,13.618054,8.0,11.0,6.0,Handbook,True,Fe2CuO4
Rh2BeO4,Spinel,0,1,1.83,2.221745904,0,Rh,Rh,Be,Be,O,O,9,9,6,6,6,0.665,0.45,1.4,3.0,2.0,-2.0,0.1408379,0.144986,0.304575,7.4589,9.322699,13.618054,9.0,2.0,6.0,Handbook,True,Rh2BeO4
Cu2GeO4,Spinel,0,1,1.83,2.152387892,0,Cu,Cu,Ge,Ge,O,O,9,9,6,6,6,0.73,0.53,1.4,2.0,4.0,-2.0,0.1511716,0.1895892,0.304575,7.72638,7.899435,13.618054,11.0,4.0,6.0,Handbook,True,Cu2GeO4
Fe2CoO4,Spinel,0,1,1.83,2.283107089,0,Fe,Fe,Co,Co,O,O,9,9,6,6,6,0.78,0.745,1.4,3.0,2.0,-2.0,0.1392532,0.1432363,0.304575,7.9024678,7.88101,13.618054,8.0,9.0,6.0,Handbook,True,Fe2CoO4
Mn2CoO4,Spinel,0,1,1.83,1.930068118,0,Mn,Mn,Co,Co,O,O,9,9,6,6,6,0.96,0.53,1.4,2.0,4.0,-2.0,0.1352844,0.1432363,0.304575,7.434018,7.88101,13.618054,7.0,9.0,6.0,Handbook,True,Mn2CoO4
In2CrS4,Spinel,0,1,1.83,2.272718756,0,In,In,Cr,Cr,S,S,9,9,6,6,6,0.92,0.8,1.84,3.0,2.0,-2.0,0.16423,0.1313053,0.23596,5.7863552,6.76651,10.36001,3.0,6.0,6.0,Handbook,True,In2CrS4
Eu2ZnO4,Spinel,0,1,1.83,1.812003978,1,Eu,Eu,Zn,Zn,O,O,9,9,6,6,6,1.12,0.74,1.4,3.0,2.0,-2.0,0.189935,0.1551518,0.304575,5.670385,9.394199,13.618054,9.0,12.0,6.0,Handbook,True,Eu2ZnO4
Er2MgSe4,Spinel,0,1,1.83,2.11795043,0,Er,Er,Mg,Mg,Se,Se,9,9,6,6,6,1.062,0.72,1.98,3.0,2.0,-2.0,0.212261,0.121644,0.2240328,6.1077,7.646235,9.752392,14.0,2.0,6.0,Handbook,True,Er2MgSe4
Co2GeO4,Spinel,0,1,1.83,1.972062234,0,Co,Co,Ge,Ge,O,O,9,9,6,6,6,0.9,0.53,1.4,2.0,4.0,-2.0,0.1432363,0.1895892,0.304575,7.88101,7.899435,13.618054,9.0,4.0,6.0,Handbook,True,Co2GeO4
In2CoS4,Spinel,0,1,1.83,2.227307181,0,In,In,Co,Co,S,S,9,9,6,6,6,0.92,0.745,1.84,3.0,2.0,-2.0,0.16423,0.1432363,0.23596,5.7863552,7.88101,10.36001,3.0,9.0,6.0,Handbook,True,In2CoS4
Ni2CoS4,Spinel,0,1,1.83,2.453251443,0,Ni,Ni,Co,Co,S,S,9,9,6,6,6,0.69,0.53,1.84,2.0,4.0,-2.0,0.1472068,0.1432363,0.23596,7.639877,7.88101,10.36001,10.0,9.0,6.0,Handbook,True,Ni2CoS4
Er2CdSe4,Spinel,0,1,1.83,2.243878828,0,Er,Er,Cd,Cd,Se,Se,9,9,6,6,6,1.062,0.95,1.98,3.0,2.0,-2.0,0.212261,0.1504066,0.2240328,6.1077,8.993822,9.752392,14.0,12.0,6.0,Handbook,True,Er2CdSe4
Er2CdS4,Spinel,0,1,1.83,2.191904066,0,Er,Er,Cd,Cd,S,S,9,9,6,6,6,1.062,0.95,1.84,3.0,2.0,-2.0,0.212261,0.1504066,0.23596,6.1077,8.993822,10.36001,14.0,12.0,6.0,Handbook,True,Er2CdS4
Dy2CdTe4,Spinel,0,1,1.83,2.294694,0,Dy,Dy,Cd,Cd,Te,Te,9,9,6,6,6,1.083,0.95,2.21,3.0,2.0,-2.0,0.20333,0.1504066,0.2056992,5.93905,8.993822,9.00966,12.0,12.0,6.0,Handbook,True,Dy2CdTe4
Dy2CdSe4,Spinel,0,1,1.83,2.213147038,0,Dy,Dy,Cd,Cd,Se,Se,9,9,6,6,6,1.083,0.95,1.98,3.0,2.0,-2.0,0.20333,0.1504066,0.2240328,5.93905,8.993822,9.752392,12.0,12.0,6.0,Handbook,True,Dy2CdSe4
Dy2CdS4,Spinel,0,1,1.83,2.161172276,0,Dy,Dy,Cd,Cd,S,S,9,9,6,6,6,1.083,0.95,1.84,3.0,2.0,-2.0,0.20333,0.1504066,0.23596,5.93905,8.993822,10.36001,12.0,12.0,6.0,Handbook,True,Dy2CdS4
Yb2MnS4,Spinel,0,1,1.83,2.123398968,0,Yb,Yb,Mn,Mn,S,S,9,9,6,6,6,1.042,0.83,1.84,3.0,2.0,-2.0,0.22119,0.1352844,0.23596,6.25416,7.434018,10.36001,16.0,7.0,6.0,Handbook,True,Yb2MnS4
Sc2MnSe4,Spinel,0,1,1.83,2.454679907,0,Sc,Sc,Mn,Mn,Se,Se,9,9,6,6,6,0.87,0.83,1.98,3.0,2.0,-2.0,0.1193833,0.1352844,0.2240328,6.56149,7.434018,9.752392,3.0,7.0,6.0,Handbook,True,Sc2MnSe4
Mn2SiSe4,Spinel,0,1,1.83,2.398470657,0,Mn,Mn,Si,Si,Se,Se,9,9,6,6,6,0.96,0.4,1.98,2.0,4.0,-2.0,0.1352844,0.178503,0.2240328,7.434018,8.151683,9.752392,7.0,4.0,6.0,Handbook,True,Mn2SiSe4
Yb2MnSe4,Spinel,0,1,1.83,2.17900415,0,Yb,Yb,Mn,Mn,Se,Se,9,9,6,6,6,1.042,0.83,1.98,3.0,2.0,-2.0,0.22119,0.1352844,0.2240328,6.25416,7.434018,9.752392,16.0,7.0,6.0,Handbook,True,Yb2MnSe4
Na2WO4,Spinel,0,1,1.83,1.761656345,1,Na,Na,W,W,O,O,9,9,6,6,6,1.24,0.6,1.4,1.0,6.0,-2.0,0.093214,0.2390504,0.304575,5.1390767,7.86403,13.618054,1.0,6.0,6.0,Handbook,True,Na2WO4
Ho2MgSe4,Spinel,0,1,1.83,2.109415091,0,Ho,Ho,Mg,Mg,Se,Se,9,9,6,6,6,1.072,0.72,1.98,3.0,2.0,-2.0,0.207795,0.121644,0.2240328,6.0215,7.646235,9.752392,13.0,2.0,6.0,Handbook,True,Ho2MgSe4
V2FeO4,Spinel,0,1,1.83,2.139876061,0,V,V,Fe,Fe,O,O,9,9,6,6,6,0.79,0.645,1.4,2.5,3.0,-2.0,0.1273344,0.1392532,0.304575,6.746187,7.9024678,13.618054,5.0,8.0,6.0,Handbook,True,V2FeO4
Fe2SiO4,Spinel,0,1,1.83,2.05986461,0,Fe,Fe,Si,Si,O,O,9,9,6,6,6,0.92,0.4,1.4,2.0,4.0,-2.0,0.1392532,0.178503,0.304575,7.9024678,8.151683,13.618054,8.0,4.0,6.0,Handbook,True,Fe2SiO4
Yb2CdSe4,Spinel,0,1,1.83,2.274891449,0,Yb,Yb,Cd,Cd,Se,Se,9,9,6,6,6,1.042,0.95,1.98,3.0,2.0,-2.0,0.22119,0.1504066,0.2240328,6.25416,8.993822,9.752392,16.0,12.0,6.0,Handbook,True,Yb2CdSe4
Lu2CdS4,Spinel,0,1,1.83,2.239103492,0,Lu,Lu,Cd,Cd,S,S,9,9,6,6,6,1.032,0.95,1.84,3.0,2.0,-2.0,0.22565,0.1504066,0.23596,5.425871,8.993822,10.36001,17.0,12.0,6.0,Handbook,True,Lu2CdS4
Sc2MnS4,Spinel,0,1,1.83,2.399074726,0,Sc,Sc,Mn,Mn,S,S,9,9,6,6,6,0.87,0.83,1.84,3.0,2.0,-2.0,0.1193833,0.1352844,0.23596,6.56149,7.434018,10.36001,3.0,7.0,6.0,Handbook,True,Sc2MnS4
Mn2VO4,Spinel,0,1,1.83,1.918656027,0,Mn,Mn,V,V,O,O,9,9,6,6,6,0.96,0.58,1.4,2.0,4.0,-2.0,0.1352844,0.1273344,0.304575,7.434018,6.746187,13.618054,7.0,5.0,6.0,Handbook,True,Mn2VO4
Lu2MgSe4,Spinel,0,1,1.83,2.14506199,0,Lu,Lu,Mg,Mg,Se,Se,9,9,6,6,6,1.032,0.72,1.98,3.0,2.0,-2.0,0.22565,0.121644,0.2240328,5.425871,7.646235,9.752392,17.0,2.0,6.0,Handbook,True,Lu2MgSe4
Zn2PtO4,Spinel,0,1,1.83,1.978916041,0,Zn,Zn,Pt,Pt,O,O,9,9,6,6,6,0.9,0.625,1.4,2.0,4.0,-2.0,0.1551518,0.25691,0.304575,9.394199,8.95883,13.618054,12.0,10.0,6.0,Handbook,True,Zn2PtO4
Mn2NiO4,Spinel,0,1,1.83,1.957825128,0,Mn,Mn,Ni,Ni,O,O,9,9,6,6,6,0.96,0.48,1.4,2.0,4.0,-2.0,0.1352844,0.1472068,0.304575,7.434018,7.639877,13.618054,7.0,10.0,6.0,Handbook,True,Mn2NiO4
Ni2SnO4,Spinel,0,1,1.83,2.424424623,0,Ni,Ni,Sn,Sn,O,O,9,9,6,6,6,0.69,0.69,1.4,2.0,4.0,-2.0,0.1472068,0.178052,0.304575,7.639877,7.343917,13.618054,10.0,4.0,6.0,Handbook,True,Ni2SnO4
Ni2SiO4,Spinel,0,1,1.83,2.206892546,0,Ni,Ni,Si,Si,O,O,9,9,6,6,6,0.69,0.4,1.4,2.0,4.0,-2.0,0.1472068,0.178503,0.304575,7.639877,8.151683,13.618054,10.0,4.0,6.0,Handbook,True,Ni2SiO4
Sc2FeS4,Spinel,0,1,1.83,2.33970029,0,Sc,Sc,Fe,Fe,S,S,9,9,6,6,6,0.87,0.78,1.84,3.0,2.0,-2.0,0.1193833,0.1392532,0.23596,6.56149,7.9024678,10.36001,3.0,8.0,6.0,Handbook,True,Sc2FeS4
Fe2SnS4,Spinel,0,1,1.83,2.195493162,0,Fe,Fe,Sn,Sn,S,S,9,9,6,6,6,0.92,0.69,1.84,2.0,4.0,-2.0,0.1392532,0.178052,0.23596,7.9024678,7.343917,10.36001,8.0,4.0,6.0,Handbook,True,Fe2SnS4
Yb2FeS4,Spinel,0,1,1.83,2.009115413,0,Yb,Yb,Fe,Fe,S,S,9,9,6,6,6,1.14,0.645,1.84,2.5,3.0,-2.0,0.22119,0.1392532,0.23596,6.25416,7.9024678,10.36001,16.0,8.0,6.0,Handbook,True,Yb2FeS4
Mg2GeO4,Spinel,0,1,1.83,1.979899052,0,Mg,Mg,Ge,Ge,O,O,9,9,6,6,6,0.89,0.53,1.4,2.0,4.0,-2.0,0.121644,0.1895892,0.304575,7.646235,7.899435,13.618054,2.0,4.0,6.0,Handbook,True,Mg2GeO4
Lu2MgS4,Spinel,0,1,1.83,2.085360102,0,Lu,Lu,Mg,Mg,S,S,9,9,6,6,6,1.032,0.72,1.84,3.0,2.0,-2.0,0.22565,0.121644,0.23596,5.425871,7.646235,10.36001,17.0,2.0,6.0,Handbook,True,Lu2MgS4
Cd2SnO4,Spinel,0,1,1.83,1.817895698,1,Cd,Cd,Sn,Sn,O,O,9,9,6,6,6,1.1,0.69,1.4,2.0,4.0,-2.0,0.1504066,0.178052,0.304575,8.993822,7.343917,13.618054,12.0,4.0,6.0,Handbook,True,Cd2SnO4
Ho2CdSe4,Spinel,0,1,1.83,2.229019368,0,Ho,Ho,Cd,Cd,Se,Se,9,9,6,6,6,1.072,0.95,1.98,3.0,2.0,-2.0,0.207795,0.1504066,0.2240328,6.0215,8.993822,9.752392,13.0,12.0,6.0,Handbook,True,Ho2CdSe4
Y2CdSe4,Spinel,0,1,1.83,2.224642192,0,Y,Y,Cd,Cd,Se,Se,9,9,6,6,6,1.075,0.95,1.98,3.0,2.0,-2.0,0.1216986,0.1504066,0.2240328,6.21726,8.993822,9.752392,3.0,12.0,6.0,Handbook,True,Y2CdSe4
Tm2CdSe4,Spinel,0,1,1.83,2.259164047,0,Tm,Tm,Cd,Cd,Se,Se,9,9,6,6,6,1.052,0.95,1.98,3.0,2.0,-2.0,0.2167244,0.1504066,0.2240328,6.18431,8.993822,9.752392,15.0,12.0,6.0,Handbook,True,Tm2CdSe4
Yb2CdS4,Spinel,0,1,1.83,2.222916687,0,Yb,Yb,Cd,Cd,S,S,9,9,6,6,6,1.042,0.95,1.84,3.0,2.0,-2.0,0.22119,0.1504066,0.23596,6.25416,8.993822,10.36001,16.0,12.0,6.0,Handbook,True,Yb2CdS4
Lu2CdSe4,Spinel,0,1,1.83,2.291078254,0,Lu,Lu,Cd,Cd,Se,Se,9,9,6,6,6,1.032,0.95,1.98,3.0,2.0,-2.0,0.22565,0.1504066,0.2240328,5.425871,8.993822,9.752392,17.0,12.0,6.0,Handbook,True,Lu2CdSe4
Yb2MgSe4,Spinel,0,1,1.83,2.135764217,0,Yb,Yb,Mg,Mg,Se,Se,9,9,6,6,6,1.042,0.72,1.98,3.0,2.0,-2.0,0.22119,0.121644,0.2240328,6.25416,7.646235,9.752392,16.0,2.0,6.0,Handbook,True,Yb2MgSe4
Y2MgSe4,Spinel,0,1,1.83,2.106900821,0,Y,Y,Mg,Mg,Se,Se,9,9,6,6,6,1.075,0.72,1.98,3.0,2.0,-2.0,0.1216986,0.121644,0.2240328,6.21726,7.646235,9.752392,3.0,2.0,6.0,Handbook,True,Y2MgSe4
Tm2MgSe4,Spinel,0,1,1.83,2.126730328,0,Tm,Tm,Mg,Mg,Se,Se,9,9,6,6,6,1.052,0.72,1.98,3.0,2.0,-2.0,0.2167244,0.121644,0.2240328,6.18431,7.646235,9.752392,15.0,2.0,6.0,Handbook,True,Tm2MgSe4
Tm2CdS4,Spinel,0,1,1.83,2.207189286,0,Tm,Tm,Cd,Cd,S,S,9,9,6,6,6,1.052,0.95,1.84,3.0,2.0,-2.0,0.2167244,0.1504066,0.23596,6.18431,8.993822,10.36001,15.0,12.0,6.0,Handbook,True,Tm2CdS4
Fe2GeO4,Spinel,0,1,1.83,1.957148292,0,Fe,Fe,Ge,Ge,O,O,9,9,6,6,6,0.92,0.53,1.4,2.0,4.0,-2.0,0.1392532,0.1895892,0.304575,7.9024678,7.899435,13.618054,8.0,4.0,6.0,Handbook,True,Fe2GeO4
Sc2MgSe4,Spinel,0,1,1.83,2.343211325,0,Sc,Sc,Mg,Mg,Se,Se,9,9,6,6,6,0.87,0.72,1.98,3.0,2.0,-2.0,0.1193833,0.121644,0.2240328,6.56149,7.646235,9.752392,3.0,2.0,6.0,Handbook,True,Sc2MgSe4
Ni2RhS4,Spinel,0,1,1.83,2.507333739,0,Ni,Ni,Rh,Rh,S,S,9,9,6,6,6,0.69,0.6,1.84,2.0,4.0,-2.0,0.1472068,0.1408379,0.23596,7.639877,7.4589,10.36001,10.0,9.0,6.0,Handbook,True,Ni2RhS4
Zn2PdO4,Spinel,0,1,1.83,1.975726325,0,Zn,Zn,Pd,Pd,O,O,9,9,6,6,6,0.9,0.615,1.4,2.0,4.0,-2.0,0.1551518,0.1440276,0.304575,9.394199,8.33686,13.618054,12.0,10.0,6.0,Handbook,True,Zn2PdO4
Mn2TiO4,Spinel,0,1,1.83,1.918362592,0,Mn,Mn,Ti,Ti,O,O,9,9,6,6,6,0.96,0.605,1.4,2.0,4.0,-2.0,0.1352844,0.1233637,0.304575,7.434018,6.82812,13.618054,7.0,4.0,6.0,Handbook,True,Mn2TiO4
Mn2TcO4,Spinel,0,1,1.83,1.924692173,0,Mn,Mn,Tc,Tc,O,O,9,9,6,6,6,0.96,0.645,1.4,2.0,4.0,-2.0,0.1352844,0.1344592,0.304575,7.434018,7.119381,13.618054,7.0,7.0,6.0,Handbook,True,Mn2TcO4
Sc2MgS4,Spinel,0,1,1.83,2.283509438,0,Sc,Sc,Mg,Mg,S,S,9,9,6,6,6,0.87,0.72,1.84,3.0,2.0,-2.0,0.1193833,0.121644,0.23596,6.56149,7.646235,10.36001,3.0,2.0,6.0,Handbook,True,Sc2MgS4
Lu2MnSe4,Spinel,0,1,1.83,2.191359928,0,Lu,Lu,Mn,Mn,Se,Se,9,9,6,6,6,1.032,0.83,1.98,3.0,2.0,-2.0,0.22565,0.1352844,0.2240328,5.425871,7.434018,9.752392,17.0,7.0,6.0,Handbook,True,Lu2MnSe4
Mg2PtO4,Spinel,0,1,1.83,1.989814072,0,Mg,Mg,Pt,Pt,O,O,9,9,6,6,6,0.89,0.625,1.4,2.0,4.0,-2.0,0.121644,0.25691,0.304575,7.646235,8.95883,13.618054,2.0,10.0,6.0,Handbook,True,Mg2PtO4
Mg2SnO4,Spinel,0,1,1.83,2.025485095,0,Mg,Mg,Sn,Sn,O,O,9,9,6,6,6,0.89,0.69,1.4,2.0,4.0,-2.0,0.121644,0.178052,0.304575,7.646235,7.343917,13.618054,2.0,4.0,6.0,Handbook,True,Mg2SnO4
Mg2TiO4,Spinel,0,1,1.83,1.983294481,0,Mg,Mg,Ti,Ti,O,O,9,9,6,6,6,0.89,0.605,1.4,2.0,4.0,-2.0,0.121644,0.1233637,0.304575,7.646235,6.82812,13.618054,2.0,4.0,6.0,Handbook,True,Mg2TiO4
Mn2ScO4,Spinel,0,1,1.83,1.973077869,0,Mn,Mn,Sc,Sc,O,O,9,9,6,6,6,0.96,0.745,1.4,2.5,3.0,-2.0,0.1352844,0.1193833,0.304575,7.434018,6.56149,13.618054,7.0,3.0,6.0,Handbook,True,Mn2ScO4
Yb2MgS4,Spinel,0,1,1.83,2.07606233,0,Yb,Yb,Mg,Mg,S,S,9,9,6,6,6,1.042,0.72,1.84,3.0,2.0,-2.0,0.22119,0.121644,0.23596,6.25416,7.646235,10.36001,16.0,2.0,6.0,Handbook,True,Yb2MgS4
Mg2TcO4,Spinel,0,1,1.83,1.998493933,0,Mg,Mg,Tc,Tc,O,O,9,9,6,6,6,0.89,0.645,1.4,2.0,4.0,-2.0,0.121644,0.1344592,0.304575,7.646235,7.119381,13.618054,2.0,7.0,6.0,Handbook,True,Mg2TcO4
Ni2FeS4,Spinel,0,1,1.83,2.56281621,0,Ni,Ni,Fe,Fe,S,S,9,9,6,6,6,0.69,0.645,1.84,2.5,3.0,-2.0,0.1472068,0.1392532,0.23596,7.639877,7.9024678,10.36001,10.0,8.0,6.0,Handbook,True,Ni2FeS4
Sc2ZnS4,Spinel,0,1,1.83,2.300337033,0,Sc,Sc,Zn,Zn,S,S,9,9,6,6,6,0.87,0.74,1.84,3.0,2.0,-2.0,0.1193833,0.1551518,0.23596,6.56149,9.394199,10.36001,3.0,12.0,6.0,Handbook,True,Sc2ZnS4
Zn2ZrO4,Spinel,0,1,1.83,2.034433378,0,Zn,Zn,Zr,Zr,O,O,9,9,6,6,6,0.9,0.72,1.4,2.0,4.0,-2.0,0.1551518,0.1248887,0.304575,9.394199,6.6339,13.618054,12.0,4.0,6.0,Handbook,True,Zn2ZrO4
Zn2TiO4,Spinel,0,1,1.83,1.973082764,0,Zn,Zn,Ti,Ti,O,O,9,9,6,6,6,0.9,0.605,1.4,2.0,4.0,-2.0,0.1551518,0.1233637,0.304575,9.394199,6.82812,13.618054,12.0,4.0,6.0,Handbook,True,Zn2TiO4
Ba2GeO4,Olivine,0,1,1.83,1.755264244,1,Ba,Ba,Ge,Ge,O,O,9,9,6,6,6,1.47,0.53,1.4,2.0,4.0,-2.0,0.1586786,0.1895892,0.304575,5.211664,7.899435,13.618054,2.0,4.0,6.0,Handbook,True,Ba2GeO4
Ca2GeS4,Olivine,0,1,1.83,2.064987349,0,Ca,Ca,Ge,Ge,S,S,9,9,6,6,6,1.18,0.53,1.84,2.0,4.0,-2.0,0.1154119,0.1895892,0.23596,6.1131552,7.899435,10.36001,2.0,4.0,6.0,Handbook,True,Ca2GeS4
Fe2GeSe4,Olivine,0,1,1.83,2.264710643,0,Fe,Fe,Ge,Ge,Se,Se,9,9,6,6,6,0.92,0.53,1.98,2.0,4.0,-2.0,0.1392532,0.1895892,0.2240328,7.9024678,7.899435,9.752392,8.0,4.0,6.0,Handbook,True,Fe2GeSe4
Mn2GeS4,Olivine,0,1,1.83,2.16804535,0,Mn,Mn,Ge,Ge,S,S,9,9,6,6,6,0.96,0.53,1.84,2.0,4.0,-2.0,0.1352844,0.1895892,0.23596,7.434018,7.899435,10.36001,7.0,4.0,6.0,Handbook,True,Mn2GeS4
Mn2GeSe4,Olivine,0,1,1.83,2.237630469,0,Mn,Mn,Ge,Ge,Se,Se,9,9,6,6,6,0.96,0.53,1.98,2.0,4.0,-2.0,0.1352844,0.1895892,0.2240328,7.434018,7.899435,9.752392,7.0,4.0,6.0,Handbook,True,Mn2GeSe4
LuNaSiO4,Olivine,0,1,1.83,1.99481203,0,Lu,Na,Si,Si,O,O,9,9,6,6,6,1.136,0.4,1.4,2.0,4.0,-2.0,0.159432,0.178503,0.304575,5.28247385,8.151683,13.618054,9.0,4.0,6.0,Handbook,True,LuNaSiO4
