Substance,Label,rp,f.e
In2MgS4,0,2.2110868782813036,3.542414608749999
Fe2AlO4,0,1.9558270862340932,2.017895217500005
V2AlO4,0,2.076279966548097,3.6545614174999983
Co2AlO4,0,1.9710237506836719,3.00926921
Al2BeO4,0,2.471319577277695,6.069031434999996
Ag2CrO4,0,1.9019292325316894,1.4719809999999995
Fe2ZnO4,0,2.2755263570303463,4.391014695000003
Fe2MgO4,0,2.246504383473952,3.962732415
Cs2WO4,0,1.6411472490739893,-2.489987960000001
Cs2HgBr4,0,1.7145741905170473,-0.1053272750000022
Ba2CoO4,0,1.755264243651587,-0.9235797949999984
Na2BeF4,0,1.850871679064412,0.4293772583333357
Tl2CrO4,0,1.860344419270248,0.4905329199999997
Rb2ZnI4,0,1.9303359842069683,0.4643158150000008
Y2ZnSe4,0,2.10960540887203,2.832157185000004
Cs2MoO4,0,1.6502821469876294,-2.212295528750005
Mg2SiSe4,0,2.4268542437678855,3.8269168600000008
Lu2MnS4,0,2.1357547466277356,2.556177104999996
Co2FeO4,0,1.9868872684078056,3.084211782499999
Bi2EuS4,0,2.2540532575012806,3.052473565000003
Y2ZnS4,0,2.050715829892658,2.6282341392857136
Fe2GaO4,0,1.9568445577639537,2.781425310000005
Mn2SnTe4,0,2.3062659306776307,3.5249255899999987
Mn2GeTe4,0,2.3468075937760955,2.7280896199999987
Ni2FeO4,0,2.3470946828165435,3.0267355650000027
Fe2CrO4,0,1.9556450661868467,2.58086458
In2ZnO4,0,2.0224360361415665,3.65719214125
In2CoSe4,0,2.285998811332284,2.750647015
Mg2SnS4,0,2.234053634018058,4.888918730000002
Mn2SnSe4,0,2.21058067021984,3.4386068499999976
Bi2EuSe4,0,2.3008872711759816,3.206976390000001
Mg2SnSe4,0,2.2950395798824452,4.006294729999999
Mg2SiS4,0,2.3467557565919086,4.210877585000002
Ho2ZnS4,0,2.0533717208446527,2.381972359285716
Dy2ZnS4,0,2.043741041678039,2.730883409285714
Ca2SiSe4,0,2.3397690548905485,2.563497040000005
Mg2VO4,0,1.978332517451054,2.5140852900000006
Ag2MnO4,0,1.943176139716388,1.5886957583333334
Bi2YbS4,0,2.10312777217754,3.13869525
SrSmNiO4,1,1.7689996746005912,-0.9332330212499932
SrLaCuO4,1,1.7929549194294536,-0.6657273462499944
CaSrMnO4,1,1.8064949942458812,-0.9242701916666682
LaBaNiO4,1,1.7271206074706342,-1.072636920624996
SrLaNiO4,1,1.7532066484798816,-1.1707714806249996
KDyTiO4,1,1.7323879437342538,-0.3299433087500034
NaEuTiO4,1,1.7840735041472497,-0.829604343125002
SrPrCoO4,1,1.7552063739207333,-0.9997123087500022
SrLaFeO4,1,1.734079244618477,-0.6718340606250024
SrNdMnO4,1,1.7453778151693702,-0.2029471631249997
SrYCoO4,1,1.7766161421326523,-0.5459315687499959
SrPrMnO4,1,1.7418907654698037,-0.2478468212499933
EuSrFeO4,1,1.755092953516783,3.261253304375
SmSrFeO4,1,1.7523300604292218,-0.4790707212499931
SrEuNiO4,1,1.7713904960933429,-1.0505812356250033
SrNdFeO4,1,1.7453778151693702,-0.3072376906250049
NaNdGeO4,0,1.819854794443754,-0.8500525847916656
Cs2PbI2Cl2,1,1.7449717750571467,0.15148209
